Location,Cat_A,Cat_B,Cat_D,Avg_Score,Cluster
Barcelona,6.54,0.0,7.63,4.72,1
Dortmund,6.77,0.0,7.23,4.67,1
Taiyuan Wusu,6.71,10.0,9.58,8.76,0
Dar Es Salaam,6.5,10.0,0.0,5.5,3
Munster-Osnabruck,4.9,0.0,6.56,3.82,1
Milan - Malpensa,6.82,0.0,9.02,5.28,1
Casablanca,6.47,9.97,9.92,8.79,0
Viracopos,6.85,10.0,7.38,8.08,0
Novosibirsk,6.83,0.0,9.25,5.36,1
Rhodes,5.6,10.0,8.2,7.93,0
Ankara Airport,6.84,9.52,9.41,8.59,0
Thessaloniki,5.98,0.0,6.5,4.16,1
Changchun Longjia,5.96,10.0,9.93,8.63,0
Beijing Daxing,0.0,0.0,6.8,2.27,1
Lyon Saint Exupery,6.77,10.0,1.74,6.17,3
Nice,6.77,10.0,0.0,5.59,3
Orebro,7.78,0.0,9.67,5.82,1
Danang Downtown Shop,0.0,0.0,0.0,0.0,2
Shenyang Taoxian,6.48,9.89,9.94,8.77,0
Reus,6.26,0.0,9.78,5.35,1
Almaty,5.0,0.0,9.92,4.97,1
Mykonos,5.53,0.0,9.37,4.97,1
Johannesburg,6.82,10.0,8.94,8.59,0
Denizli Cardak Airport,6.85,9.34,8.75,8.31,0
Munich,6.35,0.0,1.1,2.48,2
Fes,6.51,10.0,0.0,5.5,3
Tenerife,6.76,0.0,0.0,2.25,2
Iwate,6.67,0.0,9.52,5.4,1
Ningbo Lishe,6.2,0.09,9.99,5.43,1
Asuncion Silvio Petterossi,6.85,0.0,7.95,4.93,1
