Location,Cat_A,Cat_B,Cat_C,Cat_D,Avg_Score,Cluster
Daegu (downtown),0.0,9.73,0.0,0.0,2.43,2
Min Vody,6.75,0.0,3.25,7.86,4.46,3
Hamriyah Sharjah Port,0.0,0.0,5.3,0.0,1.32,1
Constantine,0.0,0.0,5.3,0.0,1.32,1
Ohrid,6.83,0.0,0.0,4.57,2.85,0
Matsuyama,0.0,0.0,5.3,0.0,1.32,1
Russian/Georgia,0.0,0.0,5.3,0.0,1.32,1
Ankara Airlines,0.0,0.0,5.3,0.0,1.32,1
Santiago Cibao,6.79,2.39,7.53,1.31,4.5,0
Taiyuan Wusu,6.71,10.0,5.3,9.58,7.9,2
Kristiansund,0.0,0.0,5.3,0.0,1.32,1
George Town,0.0,0.0,5.3,0.0,1.32,1
Regina,0.0,0.0,5.3,0.0,1.32,1
Antalya Airport,6.78,9.68,8.24,0.0,6.18,2
Stavanger,6.78,0.0,5.92,9.28,5.49,3
Osaka - Kansai,6.58,5.08,5.61,9.03,6.58,3
