Location,Cat_A,Cat_B,Cat_C,Cat_D,Avg_Score,Cluster
Mactan,6.67,0.0,5.0,0.0,2.92,0
Dalaman Airport,6.79,0.0,0.05,0.0,1.71,0
Hairatan,0.0,0.0,5.0,0.0,1.25,2
La Goulette Port,0.0,0.0,5.0,0.0,1.25,2
Trapani,0.0,0.0,5.0,0.0,1.25,2
Santa Cruz de Tenerife,0.0,0.0,5.0,0.0,1.25,2
Montevideo,6.67,0.0,5.0,2.86,3.63,0
Jeddah,6.45,10.0,0.15,0.0,4.15,3
Bridgetown,6.76,0.0,0.61,1.61,2.24,0
Baku,4.94,0.0,2.89,9.91,4.44,1
Nuernberg,6.86,0.0,0.95,0.0,1.95,0
Ukraine/Hungary,0.0,0.0,5.0,0.0,1.25,2
Greenland,0.0,0.0,5.0,0.0,1.25,2
Glasgow Prestwick,6.36,0.0,0.2,6.82,3.34,1
Kalibo,7.78,0.0,5.0,8.2,5.24,1
Asturias,6.97,0.0,1.13,0.0,2.02,0
Tromso,0.0,0.0,5.0,0.0,1.25,2
Kumamoto,0.0,0.0,5.0,0.0,1.25,2
Lille,6.9,0.0,1.56,9.77,4.56,1
Zhufeng,0.0,0.0,5.0,0.0,1.25,2
Ho Chi Minh,6.67,0.0,0.63,9.62,4.23,1
Melbourne,6.76,0.0,0.3,9.04,4.02,1
Kitakyushu,0.0,0.0,5.0,0.0,1.25,2
Shenyang Taoxian,6.48,9.89,0.06,9.94,6.59,3
Colombo,6.7,10.0,5.0,0.0,5.42,3
Hangzhou Xiaoshan,6.09,2.42,0.06,9.99,4.64,1
Vientiane,5.93,0.0,0.87,5.33,3.03,1
Glasgow,6.48,0.0,0.15,0.01,1.66,0
Omari (Saudi border),0.0,0.0,5.0,0.0,1.25,2
Ulan-Ude,0.0,0.0,5.0,0.0,1.25,2
Dakhla,0.0,0.0,5.0,0.0,1.25,2
Araxos Peloponnese,0.0,0.0,5.0,0.0,1.25,2
Hefei Xinqiao,6.63,6.54,0.07,9.85,5.77,3
Bergamo,6.86,0.0,0.46,9.3,4.16,1
Eindhoven,6.88,0.0,7.6,0.0,3.62,0
Roland Garros,6.67,10.0,1.52,7.17,6.34,3
Winnipeg,0.0,0.0,5.0,0.0,1.25,2
Agadir,6.43,9.98,0.03,10.0,6.61,3
St. George's Point Saline,6.81,10.0,0.22,9.62,6.66,3
Birmingham,6.38,0.0,0.25,9.72,4.09,1
Cordoba,6.89,0.0,5.0,0.0,2.97,0
Muan,6.56,10.0,5.0,0.04,5.4,3
Casablanca,6.47,9.97,0.03,9.92,6.6,3
Graz,6.79,0.0,0.51,10.0,4.32,1
Umea,7.08,0.0,5.0,9.71,5.45,1
Cork,5.67,0.0,2.15,7.09,3.73,1
Bologna,5.78,0.0,2.14,6.35,3.57,1
Cam Ranh,6.22,0.0,1.36,6.37,3.49,1
Islamqila,0.0,0.0,5.0,0.0,1.25,2
Turku,0.0,0.0,5.0,0.0,1.25,2
Danang Downtown Shop,0.0,0.0,0.0,0.0,0.0,2
Saint Lucia,0.0,0.0,5.0,0.0,1.25,2
Chengdu Tianfu,6.52,7.52,0.06,8.03,5.53,3
Chicago,0.0,0.0,5.0,0.0,1.25,2
Hamzabeyli Turkey Bulgaria Border,0.0,0.0,5.0,0.0,1.25,2
Malaga,6.48,0.0,0.13,0.0,1.65,0
Dubai,6.57,8.82,0.04,9.07,6.12,3
Towaraghondi,0.0,0.0,5.0,0.0,1.25,2
Belo Horizonte,6.85,10.0,0.29,0.0,4.28,3
Belfast,0.0,0.0,5.0,0.0,1.25,2
Cochin,6.67,0.0,4.17,8.29,4.78,1
Karlsruhe Baden-Baden,10.0,0.0,5.0,0.0,3.75,0
St. Petersburg Marine,0.0,0.0,5.0,0.0,1.25,2
Mitilini Port,0.0,0.0,5.0,0.0,1.25,2
Valencia,6.5,0.0,0.16,0.0,1.66,0
Sochi,6.75,0.0,0.33,2.77,2.46,0
Edinburgh,6.47,0.0,0.29,9.52,4.07,1
Kherson,0.0,0.0,5.0,0.0,1.25,2
Sarajevo,4.91,0.0,2.41,9.61,4.23,1
Berlin Tegel,0.0,0.0,5.0,0.0,1.25,2
Qingdao Liuting,6.05,9.88,0.06,9.87,6.46,3
Belem,0.0,0.0,5.0,0.0,1.25,2
SDK (Azerbaijan-Russia Border),0.0,0.0,5.0,0.0,1.25,2
Cagliari,0.0,0.0,5.0,0.0,1.25,2
Shanghai Pudong,5.93,3.57,0.09,9.66,4.81,1
Kualanamu,0.0,0.0,5.0,0.0,1.25,2
Katowice,5.0,0.0,3.05,9.82,4.47,1
Bodrum Port,0.0,0.0,5.0,0.0,1.25,2
Hamburg,6.82,0.0,0.66,5.53,3.25,1
Mariehamn,0.0,0.0,5.0,0.0,1.25,2
Sheikh Hussein Bridge (Israel border),0.0,0.0,5.0,0.0,1.25,2
La Palma,5.96,0.0,0.16,9.07,3.8,1
La Paz El Alto,10.0,0.0,5.0,0.0,3.75,0
Porto Alegre,6.85,10.0,0.42,7.68,6.24,3
Oulu,0.0,0.0,5.0,0.0,1.25,2
Aswan,6.79,0.0,5.0,9.76,5.39,1
Helsinki-Vantaa,7.04,0.0,1.68,0.0,2.18,0
Niamey,5.0,0.0,1.11,0.0,1.53,0
Voronezh,7.85,0.0,5.0,0.0,3.21,0
Shekou Port,0.0,0.0,5.0,0.0,1.25,2
Dilucu Turkey Nakhchivan Border,0.0,0.0,5.0,0.0,1.25,2
Wroclaw,5.17,0.0,3.1,0.0,2.07,0
Tabarka,0.0,0.0,5.0,0.0,1.25,2
Augusta,0.0,0.0,5.0,0.0,1.25,2
Urumchi Diwobao,6.48,10.0,0.06,0.76,4.32,3
Dublin,5.83,0.0,2.14,3.3,2.82,0
Lublin,6.82,0.0,5.0,0.0,2.96,0
Kos Port,0.0,0.0,5.0,0.0,1.25,2
Ciudad del Este Guarani,0.0,0.0,5.0,0.0,1.25,2
Krasnodar,7.47,0.0,5.0,0.0,3.12,0
Yangyang,6.67,10.0,5.0,0.0,5.42,3
Nizhniy Novgorod,0.0,0.0,5.0,0.0,1.25,2
Auckland,4.44,0.0,2.35,7.88,3.67,1
Darwin,0.0,0.0,5.0,0.0,1.25,2
Dalaman Airlines,0.0,0.0,5.0,0.0,1.25,2
Cildir Aktas Turkey Georgia Border,0.0,0.0,5.0,0.0,1.25,2
Poznan-Lawica,4.81,0.0,3.23,0.0,2.01,0
Bournemouth,6.22,0.0,0.6,0.0,1.7,0
Russian/Georgia,0.0,0.0,5.0,0.0,1.25,2
Tarbes - Lourdes,6.67,10.0,5.0,9.5,7.79,3
Malmo,6.32,0.0,2.83,8.55,4.43,1
Greece/Albania,0.0,0.0,5.0,0.0,1.25,2
Trondheim,6.79,0.0,0.32,2.82,2.48,0
Santorini Port,0.0,0.0,5.0,0.0,1.25,2
Panemune,0.0,0.0,5.0,0.0,1.25,2
Leopold Sedar Senghar,6.72,0.0,0.27,9.41,4.1,1
Marrakech,6.43,9.98,0.03,9.49,6.48,3
Singapore - Changi,6.83,0.0,0.3,7.65,3.7,1
Brussels,6.67,0.0,0.4,5.79,3.22,1
RIYADH,6.81,10.0,0.25,2.77,4.96,3
Victoria,0.0,0.0,5.0,0.0,1.25,2
Ovda Eilat,0.0,0.0,5.0,0.0,1.25,2
Tampa,0.0,0.0,5.0,0.0,1.25,2
Plovdiv,0.0,0.0,5.0,0.0,1.25,2
Sanaa,0.0,0.0,5.0,0.0,1.25,2
Chelyabinsk,0.0,0.0,5.0,0.0,1.25,2
Belarus/Latvia,0.0,0.0,5.0,0.0,1.25,2
Lavorishki,0.0,0.0,5.0,0.0,1.25,2
Berlin,0.0,0.0,5.0,0.0,1.25,2
Almeria,6.36,0.0,0.45,9.17,4.0,1
Punta Cana - Higuey,6.78,9.82,0.13,8.31,6.26,3
Rijeka,0.0,0.0,5.0,0.0,1.25,2
Nouakchott,6.9,0.0,0.39,10.0,4.32,1
Karameh (Iraq border),0.0,0.0,5.0,0.0,1.25,2
Shanghai Hongqiao,6.1,6.63,0.09,3.29,4.03,3
Chubu,6.58,8.98,0.07,8.52,6.04,3
Bariloche,5.0,0.0,5.0,0.06,2.52,0
Bogota,6.84,9.9,0.4,6.66,5.95,3
Madeira,6.67,0.0,0.33,9.0,4.0,1
Okayama,6.44,9.93,0.49,3.69,5.14,3
Juba (inactive),0.0,0.0,1.11,9.62,2.68,1
Yangon,5.77,0.0,0.74,9.23,3.94,1
Ganja,0.0,0.0,5.0,0.0,1.25,2
Innsbruck,0.0,0.0,5.0,0.0,1.25,2
Langesund,0.0,0.0,5.0,0.0,1.25,2
Altanbulag FTZ,0.0,0.0,5.0,0.0,1.25,2
Ulaanbaatar,6.67,0.0,0.12,0.0,1.7,0
London Heathrow,6.55,0.0,0.33,9.17,4.01,1
Luqa,0.0,0.0,5.0,0.0,1.25,2
St. Maarten Princess Juliana,5.76,0.0,1.34,0.0,1.78,0
Poti Sea Port,0.0,0.0,5.0,0.0,1.25,2
Shandong,6.85,0.0,5.0,0.0,2.96,0
Kazakh./Uzbek.,0.0,0.0,5.0,0.0,1.25,2
Russia/Ukraine,0.0,0.0,5.0,0.0,1.25,2
Thiruvananthapuram,0.0,0.0,5.0,0.0,1.25,2
Langkawi,0.0,0.0,5.0,0.0,1.25,2
Tegucigalpa,9.0,0.0,5.0,0.0,3.5,0
Johor Bahru,6.13,7.84,5.0,9.07,7.01,3
Kano,0.0,0.0,5.0,0.0,1.25,2
Cologne,6.91,0.0,1.49,6.04,3.61,1
Jeju (downtown),0.0,0.12,0.0,0.0,0.03,2
Oujda,6.55,10.0,0.04,5.62,5.55,3
San Salvador Comalapa,6.84,9.8,0.34,7.84,6.21,3
Rygge,0.0,0.0,5.0,0.0,1.25,2
Moldova/Romania,0.0,0.0,5.0,0.0,1.25,2
Klang Port,0.0,0.0,5.0,0.0,1.25,2
Rhodes Port,0.0,0.0,5.0,0.0,1.25,2
Samos,6.76,0.0,0.25,9.82,4.21,1
St Johns,0.0,0.0,5.0,0.0,1.25,2
Yaounde,8.15,0.0,5.0,0.0,3.29,0
Hatay Airport,9.52,0.0,5.0,0.0,3.63,0
Edmonton,0.0,0.0,5.0,0.0,1.25,2
Paramaribo,6.79,0.0,1.64,4.13,3.14,0
Cancun,6.84,9.86,0.2,8.84,6.43,3
Astrakhan,6.9,0.0,5.0,8.46,5.09,1
Bari,5.78,0.0,2.15,8.85,4.2,1
Asyut,5.33,0.0,0.08,9.87,3.82,1
Ras El Khaymah,6.8,0.0,0.94,2.11,2.46,0
Sarp Turkey Georgia Border,0.0,0.0,5.0,0.0,1.25,2
Sardar Vallabh Bhai Patel,4.87,0.0,3.93,3.78,3.14,0
Accra,6.83,10.0,0.22,0.0,4.26,3
Naha,4.94,0.0,3.24,6.2,3.6,1
Mazatlan,6.85,9.32,0.4,10.0,6.64,3
Ushuaia,0.0,0.0,5.0,0.0,1.25,2
Aomori,4.44,0.0,5.4,8.84,4.67,1
Arkhangelsk,0.0,0.0,5.0,0.0,1.25,2
Kayseri Airport,6.84,10.0,0.1,10.0,6.74,3
Shenzhen,0.0,0.0,5.0,0.0,1.25,2
Rio de Janeiro,6.82,10.0,0.26,8.71,6.45,3
Ioannina,6.98,0.0,5.0,8.47,5.11,1
Cali,6.8,8.86,0.37,5.97,5.5,3
Konya Airport,6.87,8.06,0.08,9.87,6.22,3
Komatsu,4.76,0.0,6.42,8.13,4.83,1
Istanbul Port,0.0,0.0,5.0,0.0,1.25,2
Rhodes,5.6,10.0,0.27,8.2,6.02,3
Akita,0.0,0.0,5.0,0.0,1.25,2
Praia,6.85,10.0,0.22,9.57,6.66,3
Trichy,4.87,0.0,3.93,6.82,3.9,1
Teesside,0.0,0.0,5.0,0.0,1.25,2
Jebel Ali,0.0,0.0,5.0,0.0,1.25,2
Ramon,10.0,0.0,5.0,0.0,3.75,0
Marseille,6.76,10.0,0.29,8.01,6.26,3
Volgograd,6.88,0.0,0.29,6.99,3.54,1
Moresby Port,0.0,0.0,5.0,0.0,1.25,2
Suez,0.0,0.0,5.0,0.0,1.25,2
Bamako,6.89,0.0,0.31,10.0,4.3,1
Nador,6.86,9.99,0.08,6.85,5.94,3
Tokyo - Ginza,0.0,0.0,5.0,0.0,1.25,2
Aarhus,6.67,0.0,5.0,0.0,2.92,0
Bodrum Icmeler Port,0.0,0.0,5.0,0.0,1.25,2
Bydgoszcz,5.17,0.0,3.09,9.18,4.36,1
DAMMAM,6.77,10.0,0.28,4.11,5.29,3
Aqaba,6.86,10.0,5.0,0.0,5.46,3
Stockholm Arlanda,6.92,0.0,3.53,9.86,5.08,1
Turkestan,0.0,0.0,5.0,0.0,1.25,2
Mykonos,5.53,0.0,0.25,9.37,3.79,1
Kunming Wujiaba,6.16,9.99,0.06,7.04,5.81,3
Bergen,6.81,0.0,0.47,5.7,3.24,1
Kilimanjaro,6.75,0.0,0.34,10.0,4.27,1
Tokyo - Narita,6.55,9.51,0.13,8.71,6.23,3
Queenstown,4.44,0.0,2.5,0.0,1.74,0
Adana Airport,6.87,9.16,0.07,6.73,5.71,3
Tirana,6.19,0.0,0.07,9.65,3.98,1
Kalmar,0.0,0.0,5.0,0.0,1.25,2
Dieppe,0.0,0.0,5.0,0.0,1.25,2
Radom,5.56,0.0,0.31,7.48,3.34,1
Guernsey,5.56,0.0,2.5,0.62,2.17,0
Moi,8.89,0.0,5.0,0.0,3.47,0
Aqaba (Israel border),0.0,0.0,5.0,0.0,1.25,2
Piombino,0.0,0.0,5.0,0.0,1.25,2
Hamriyah Sharjah Port,0.0,0.0,5.0,0.0,1.25,2
Salvador,6.84,10.0,0.67,9.09,6.65,3
Jerez De La Frontera,6.91,0.0,0.36,7.78,3.76,1
Istanbul Europe Airlines,0.0,0.0,5.0,0.0,1.25,2
Kusadasi Port,0.0,0.0,5.0,0.0,1.25,2
Bujumbura,5.0,0.0,2.16,9.37,4.13,1
Min Vody,6.75,0.0,0.29,7.86,3.72,1
Faro Airport,6.74,0.0,0.21,0.0,1.74,0
Ibiza,6.46,0.0,0.17,0.0,1.66,0
Pisa,6.85,0.0,1.23,9.4,4.37,1
Katima Mulilo,4.76,0.0,5.0,0.0,2.44,0
Cozumel,6.87,10.0,0.38,0.0,4.31,3
La Spezia,0.0,0.0,5.0,0.0,1.25,2
Vilnius,6.94,0.0,0.69,0.0,1.91,0
Stavanger,6.78,0.0,0.38,9.28,4.11,1
La Rochelle,0.0,0.0,5.0,0.0,1.25,2
Milan - Linate,6.88,0.0,0.26,4.11,2.81,0
Guiyang Longdongbao,7.78,0.0,5.0,0.0,3.2,0
Kutaisi,6.78,0.0,0.58,8.84,4.05,1
Jersey,6.67,0.0,0.48,9.91,4.27,1
Memmingen,10.0,0.0,5.0,0.0,3.75,0
Netaji Subhash Chandra Bose Int. Airport,4.87,0.0,3.93,3.4,3.05,0
Chania,5.86,0.0,0.32,7.93,3.53,1
Douala,7.0,0.0,0.63,10.0,4.41,1
Nakhichevan,0.0,0.0,5.0,0.0,1.25,2
Murmansk,0.0,0.0,5.0,0.0,1.25,2
Kharkiv,7.78,0.0,5.0,0.0,3.2,0
Nanchang Changbei,6.62,10.0,5.0,9.96,7.9,3
Manila - Ninoy Aquino,6.92,0.0,1.2,9.13,4.31,1
Trelleborg,0.0,0.0,5.0,0.0,1.25,2
Diyarbakir Airport,6.84,8.53,0.04,0.0,3.85,3
Anna,4.87,0.0,3.93,0.0,2.2,0
Xiamen Gaoqi,6.11,9.95,0.06,8.23,6.09,3
Tuzla,4.91,0.0,5.0,9.87,4.94,1
Weeze,0.0,0.0,5.0,0.0,1.25,2
Kos,6.72,0.0,5.0,0.0,2.93,0
Damascus,0.0,0.0,5.0,0.0,1.25,2
Quanzhou,6.25,0.0,5.0,0.0,2.81,0
Tbilisi,6.83,0.0,0.42,0.0,1.81,0
Buenos Aires - Ezeiza,6.84,0.0,0.4,0.76,2.0,0
Zaragoza,0.0,0.0,5.0,0.0,1.25,2
Dresden,7.14,0.0,2.17,0.0,2.33,0
Kyiv - Zhulyany,7.72,0.0,5.0,0.0,3.18,0
Santander,6.92,0.0,0.51,8.53,3.99,1
London Gatwick,6.58,0.0,0.26,0.0,1.71,0
Livorno,0.0,0.0,5.0,0.0,1.25,2
Georgia/Russia,0.0,0.0,5.0,0.0,1.25,2
Luxor,6.79,0.0,0.09,8.96,3.96,1
Paderborn,6.82,0.0,0.85,9.84,4.38,1
Granada,5.76,0.0,2.53,9.31,4.4,1
Bromma,0.0,0.0,5.0,0.0,1.25,2
Punta del Este,3.33,0.0,5.0,0.0,2.08,2
Salt Lake City,0.0,0.0,5.0,0.0,1.25,2
Odessa Sea Port,0.0,0.0,5.0,0.0,1.25,2
Panama Tocumen,6.79,9.96,0.47,7.83,6.26,3
Newark,0.0,0.0,5.0,0.0,1.25,2
Astana,6.75,0.0,5.0,7.95,4.92,1
Varberg,0.0,0.0,5.0,0.0,1.25,2
Guayaquil,5.23,10.0,0.81,0.0,4.01,3
Port Louis,5.24,0.0,2.93,9.84,4.5,1
Ukraine/Belarus,0.0,0.0,5.0,0.0,1.25,2
Tarifa,0.0,0.0,5.0,0.0,1.25,2
Molde,0.0,0.0,5.0,0.0,1.25,2
Toronto,0.0,0.0,5.0,0.0,1.25,2
Mahon Airport,6.26,0.0,0.21,9.77,4.06,1
Guilin Liangjiang,0.0,0.0,5.0,0.0,1.25,2
Daegu (downtown),0.0,9.73,0.0,0.0,2.43,3
Helsingor,0.0,0.0,5.0,0.0,1.25,2
Changzhou Benniu,6.91,0.0,5.0,0.0,2.98,0
Changsha Huanghua,6.52,9.45,0.06,10.0,6.51,3
Klagenfurt,0.0,0.0,5.0,0.0,1.25,2
Skadovsk Sea Port,0.0,0.0,5.0,0.0,1.25,2
Curitiba,0.0,0.0,5.0,0.0,1.25,2
Bangalore,6.18,10.0,0.17,6.2,5.64,3
Zakynthos,5.44,0.0,0.22,4.36,2.5,1
Abidjan,6.56,10.0,0.19,0.0,4.19,3
Pasir Gudang,0.0,0.0,5.0,0.0,1.25,2
Niigata,0.0,0.0,5.0,0.0,1.25,2
Atyrau,0.0,0.0,5.0,0.0,1.25,2
Florianopolis,6.79,10.0,5.0,9.55,7.84,3
Moldova/Ukraine,0.0,0.0,5.0,0.0,1.25,2
Salzburg,6.78,0.0,0.33,9.25,4.09,1
Faroe Islands,6.67,0.0,5.0,9.55,5.3,1
Nanjing Lukou,5.42,5.52,6.35,0.76,4.51,0
Mykolayiv,0.0,0.0,5.0,0.0,1.25,2
Antalya Port,0.0,0.0,5.0,0.0,1.25,2
Rostov Don,7.81,0.0,5.0,0.0,3.2,0
Sandefjord-Torp,6.05,0.0,0.92,5.18,3.04,1
Haikou Meilan,0.0,0.0,5.0,0.0,1.25,2
Gaborone,7.78,0.0,5.0,0.21,3.25,0
San Pedro Sula,0.0,0.0,5.0,0.0,1.25,2
Akjol,0.0,0.0,5.0,0.0,1.25,2
Bratislava,0.0,0.0,5.0,0.0,1.25,2
Aberdeen,6.44,0.0,0.36,9.6,4.1,1
Chengdu Shuangliu,0.0,0.0,5.0,0.0,1.25,2
Greece/Turkey,0.0,0.0,5.0,0.0,1.25,2
Chitose,4.94,0.0,3.23,7.94,4.03,1
Suleymania Airport,6.81,0.0,3.46,0.0,2.57,0
Lulea,7.33,0.0,5.0,0.0,3.08,0
Fiumicino,0.0,0.0,5.0,0.0,1.25,2
Kaliningrad (Poland Border),0.0,0.0,5.0,0.0,1.25,2
Jerba,6.47,9.98,0.04,0.0,4.12,3
Buenos Aires Aeroparque,6.91,0.0,0.7,0.0,1.9,0
Kazan,8.75,0.0,5.0,0.0,3.44,0
Aland,0.0,0.0,5.0,0.0,1.25,2
Irkutsk,0.0,0.0,5.0,0.0,1.25,2
Newcastle,6.47,0.0,0.38,6.18,3.26,1
Aktio,6.05,0.0,5.0,10.0,5.26,1
Ohrid,6.83,0.0,5.0,4.57,4.1,0
Karup,0.0,0.0,5.0,0.0,1.25,2
Jaber (Syria border),0.0,0.0,5.0,0.0,1.25,2
Nimroz,0.0,0.0,5.0,0.0,1.25,2
Verona,6.83,0.0,1.01,10.0,4.46,1
Coolangatta,8.33,0.0,5.0,0.0,3.33,0
Geneva,6.41,10.0,0.2,0.0,4.15,3
Bremen,6.77,0.0,1.89,0.0,2.16,0
Krasnoyarsk,6.88,0.0,5.0,9.48,5.34,1
Taipei - Taoyuan,5.89,9.97,0.25,4.43,5.14,3
Algiers,0.0,0.0,5.0,0.0,1.25,2
Tulear,6.97,0.0,5.0,0.0,2.99,0
Grzechotki,0.0,0.0,5.0,0.0,1.25,2
Christchurch,4.44,0.0,2.6,0.0,1.76,0
Seeb,0.0,0.0,5.0,0.0,1.25,2
Kapikule Turkey Bulgaria Border,0.0,0.0,5.0,0.0,1.25,2
Esbjerg,0.0,0.0,5.0,0.0,1.25,2
Makhachkala,6.94,0.0,5.45,6.75,4.78,1
Bangui,8.33,0.0,5.0,0.0,3.33,0
Busan - Kimhae (downtown),0.0,2.64,0.0,0.0,0.66,2
Antananarivo,0.0,0.0,5.0,0.0,1.25,2
Merida,0.0,0.0,5.0,0.0,1.25,2
George Town,0.0,0.0,5.0,0.0,1.25,2
Macau,6.67,10.0,0.43,8.03,6.28,3
Kuching,0.0,0.0,5.0,0.0,1.25,2
Habur  Turkey Iraq Border,0.0,0.0,5.0,0.0,1.25,2
Humberside,6.67,0.0,5.0,0.0,2.92,0
Santo Domingo Las Americas,6.8,9.64,0.27,4.3,5.25,3
Fujairah Port,0.0,0.0,5.0,0.0,1.25,2
Sydney,6.67,0.0,0.96,9.84,4.37,1
Haifa,0.0,0.0,5.0,0.0,1.25,2
Shannon,5.0,0.0,4.46,6.95,4.1,1
Sao Paulo - Guarulhos,6.85,10.0,0.31,8.64,6.45,3
Madrid Barajas,6.83,0.0,0.13,9.6,4.14,1
Van Setur Kapikoy Turkey Iran Border,0.0,0.0,5.0,0.0,1.25,2
East Midlands,6.15,0.0,0.24,9.41,3.95,1
Derekoy Turkey Bulgaria Border,0.0,0.0,5.0,0.0,1.25,2
Jeju,6.06,9.74,0.28,3.32,4.85,3
Manama,6.74,5.51,0.19,0.0,3.11,0
Charleroi,6.67,0.0,0.36,0.0,1.76,0
Iwate,6.67,0.0,5.0,9.52,5.3,1
Elblag,5.0,0.0,5.0,0.0,2.5,0
Pengsheng,5.0,0.0,0.13,0.44,1.39,0
Beauvais,6.53,0.0,0.45,0.0,1.74,0
Ukraine/Romania,0.0,0.0,5.0,0.0,1.25,2
Moscow - Domodedovo,6.76,0.0,0.11,9.0,3.97,1
Mudanjiang Hailang,6.71,8.45,5.0,0.0,5.04,3
Turkhem,0.0,0.0,5.0,0.0,1.25,2
Alicante,6.32,0.0,0.14,8.22,3.67,1
Ukraine/Russia,0.0,0.0,5.0,0.0,1.25,2
Moroni,0.0,0.0,5.0,0.0,1.25,2
Palma De Mallorca,6.48,0.0,0.13,7.17,3.44,1
Shymkent,7.92,0.0,5.0,0.0,3.23,0
Adelaide,6.19,0.0,3.24,5.83,3.82,1
Iloilo,0.0,0.0,5.0,0.0,1.25,2
Beijing Daxing,0.0,0.0,0.08,6.8,1.72,1
Oranjestad,6.8,9.15,0.14,9.25,6.34,3
Houston,0.0,0.0,5.0,0.0,1.25,2
Torugart,0.0,0.0,5.0,0.0,1.25,2
Genoa,5.76,0.0,3.0,0.0,2.19,0
Tenerife,6.76,0.0,0.13,0.0,1.72,0
Exeter,6.72,0.0,0.46,0.0,1.8,0
Izmir Airlines,0.0,0.0,5.0,0.0,1.25,2
Cayenne (REC),0.0,0.0,0.54,10.0,2.64,1
Vigo,6.86,0.0,0.84,9.71,4.35,1
Skiathos,6.67,0.0,5.0,10.0,5.42,1
Chisinau,7.76,0.0,5.0,0.0,3.19,0
Fuzhou Changle,6.02,10.0,0.06,6.37,5.61,3
Halmstad,0.0,0.0,5.0,0.0,1.25,2
Dushanbe,7.86,0.0,5.0,0.0,3.22,0
Kyrgy/Kazakh,0.0,0.0,5.0,0.0,1.25,2
Xian Xianyang,6.49,9.82,0.06,5.73,5.53,3
Moscow - Vnukovo,6.74,0.0,0.27,8.86,3.97,1
Irkeshtam,0.0,0.0,5.0,0.0,1.25,2
Tyumen,0.0,0.0,5.0,0.0,1.25,2
Marka,6.89,0.0,5.0,0.0,2.97,0
Heraklion Port,0.0,0.0,5.0,0.0,1.25,2
Sierra Leone,5.42,0.0,5.0,9.8,5.06,1
Clarkfield,0.0,0.0,5.0,0.0,1.25,2
Ostrava,6.83,0.0,5.0,8.43,5.06,1
Belize City,5.38,0.0,0.93,0.0,1.58,0
Rzeszow,5.0,0.0,2.95,10.0,4.49,1
Jonkoping,0.0,0.0,5.0,0.0,1.25,2
Asmara,0.0,0.0,5.0,0.0,1.25,2
Luanda,6.9,0.0,1.51,0.0,2.1,0
Larvik,0.0,0.0,5.0,0.0,1.25,2
Seoul,5.74,8.54,0.25,5.72,5.06,3
Ouarzazate,6.83,10.0,5.0,6.95,7.19,3
Fuerteventura,6.76,0.0,0.13,9.49,4.1,1
Pittsburg,0.0,0.0,5.0,0.0,1.25,2
Guadalajara,6.86,9.9,0.25,0.0,4.25,3
La Ceiba Goloson,0.0,0.0,5.0,0.0,1.25,2
Bandaranaike,5.1,0.0,2.51,9.66,4.32,1
Erfurt,10.0,0.0,5.0,0.0,3.75,0
Palanga,0.0,0.0,5.0,0.0,1.25,2
Grenoble,6.35,10.0,5.0,10.0,7.84,3
Istanbul Airport,6.79,0.0,0.06,0.0,1.71,0
Hyderabad,5.18,0.0,3.8,0.0,2.24,0
Cukurova Airport,6.86,9.08,5.0,0.0,5.24,3
Kaunas,6.94,0.0,0.64,9.5,4.27,1
Chernoshevsko,0.0,0.0,5.0,0.0,1.25,2
Russia/Estonia,0.0,0.0,5.0,0.0,1.25,2
Gerona,6.44,0.0,0.14,9.72,4.08,1
Bodrum Turgutreis Port,0.0,0.0,5.0,0.0,1.25,2
Stavropol,0.0,0.0,5.0,0.0,1.25,2
USA- Airports,0.0,0.0,5.0,0.0,1.25,2
Cotonou,0.0,0.0,5.0,0.0,1.25,2
Florence,6.86,0.0,0.43,9.71,4.25,1
Svalbard,0.0,0.0,5.0,0.0,1.25,2
Antalya Airport,6.78,9.68,0.05,0.0,4.13,3
New York La Guardia,0.0,0.0,5.0,0.0,1.25,2
Istanbul Europe Airport,0.0,0.0,5.0,0.0,1.25,2
Munich,6.35,0.0,0.88,1.1,2.08,0
Yerevan,6.67,0.0,0.4,3.45,2.63,0
St. Petersburg Sea Port,0.0,0.0,5.0,0.0,1.25,2
Danang,6.67,0.0,1.3,0.0,1.99,0
Perm,0.0,0.0,5.0,0.0,1.25,2
Lisbon,6.86,0.0,0.17,8.54,3.89,1
Heraklion Airport,6.75,10.0,0.22,8.52,6.37,3
Abu Dhabi,5.75,9.62,0.16,8.47,6.0,3
Alesund,8.97,0.0,5.0,0.0,3.49,0
W. P. Labuan,0.0,0.0,5.0,0.0,1.25,2
Addis Ababa,6.81,10.0,0.07,7.26,6.03,3
Pamandzi,4.85,0.0,3.6,10.0,4.61,1
Kaohsiung,5.89,9.97,0.26,6.64,5.69,3
Copenhagen,6.83,0.0,0.54,9.4,4.19,1
Ciampino Airport,5.83,0.0,0.42,0.0,1.56,0
Baltijsk,0.0,0.0,5.0,0.0,1.25,2
Ukraine/Slovakia,0.0,0.0,5.0,0.0,1.25,2
Kayragach,0.0,0.0,5.0,0.0,1.25,2
Dnipropetrovsk,8.0,0.0,5.0,0.0,3.25,0
Almaty,5.0,0.0,2.61,9.92,4.38,1
Nynashamn,0.0,0.0,5.0,0.0,1.25,2
Taiyuan Wusu,6.71,10.0,0.05,9.58,6.59,3
Russian/Finland,0.0,0.0,5.0,0.0,1.25,2
