Location,Cat_A,Cat_B,Cat_D,Avg_Score,Cluster
Amritsar,4.87,0.0,6.89,3.92,1
Nanning Wuxu,6.7,9.38,9.96,8.68,2
Tegucigalpa,9.0,0.0,0.0,3.0,0
Miyazaki,6.67,0.0,0.0,2.22,0
Bandaranaike,5.1,0.0,9.66,4.92,1
Montevideo,6.67,0.0,2.86,3.18,0
Zanzibar,5.44,0.0,0.0,1.81,0
Indira Gandhi,5.25,0.0,0.0,1.75,0
Busan - Kimhae (downtown),0.0,2.64,0.0,0.88,0
Volgograd,6.88,0.0,6.99,4.62,1
Odessa,7.62,0.0,10.0,5.87,1
Barcelona,6.54,0.0,7.63,4.72,1
Guernsey,5.56,0.0,0.62,2.06,0
Accra,6.83,10.0,0.0,5.61,3
Ostrava,6.83,0.0,8.43,5.09,1
Yantai Penglai,6.03,9.97,0.06,5.35,3
Konya Airport,6.87,8.06,9.87,8.27,2
Batumi,6.83,0.0,9.5,5.44,1
Guiyang Longdongbao,7.78,0.0,0.0,2.59,0
Antigua,6.79,0.0,0.0,2.26,0
Kharkiv,7.78,0.0,0.0,2.59,0
Maputo,9.17,0.0,0.0,3.06,0
Bodrum Airport,6.75,9.61,9.37,8.58,2
Togo,5.83,0.0,9.82,5.22,1
Corfu,5.59,10.0,6.7,7.43,2
Weihai Dashuibo,6.75,9.96,4.71,7.14,3
Hanoi,5.4,0.0,9.15,4.85,1
Santo Domingo Las Americas,6.8,9.64,4.3,6.91,3
Murcia,6.75,0.0,3.68,3.48,0
Anna,4.87,0.0,0.0,1.62,0
Gdansk,6.81,0.0,9.82,5.54,1
