Location,Cat_A,Cat_B,Cat_D,Avg_Score,Cluster
Gdansk,6.81,0.0,9.82,5.54,2
Moscow - Vnukovo,6.74,0.0,8.86,5.2,2
Goa,4.87,0.0,7.18,4.02,2
Cayenne,6.45,10.0,0.0,5.48,1
Bamako,6.89,0.0,10.0,5.63,2
Yanji Zhaoyangchuan,6.54,0.0,0.0,2.18,0
Manila - Ninoy Aquino,6.92,0.0,9.13,5.35,2
Katima Mulilo,4.76,0.0,0.0,1.59,0
Hurgada,6.72,0.0,7.68,4.8,2
Harare,10.0,0.0,0.0,3.33,0
Lviv,7.36,0.0,0.0,2.45,0
Fuerteventura,6.76,0.0,9.49,5.42,2
Yangyang,6.67,10.0,0.0,5.56,1
Zagreb,6.11,0.0,7.85,4.65,2
Mykonos,5.53,0.0,9.37,4.97,2
Mexico City,6.84,9.87,0.0,5.57,1
Rabat,6.53,10.0,4.54,7.02,1
Ibaraki,4.44,0.0,6.8,3.75,2
Brisbane,6.67,0.0,0.0,2.22,0
Zia,4.93,0.0,9.85,4.93,2
Ouarzazate,6.83,10.0,6.95,7.93,3
Genoa,5.76,0.0,0.0,1.92,0
Phnom Penh,6.75,4.28,8.24,6.42,2
Kigali,4.89,0.0,7.83,4.24,2
Changzhou Benniu,6.91,0.0,0.0,2.3,0
Malaga,6.48,0.0,0.0,2.16,0
Iloilo,0.0,0.0,0.0,0.0,0
Almaty,5.0,0.0,9.92,4.97,2
Tegucigalpa,9.0,0.0,0.0,3.0,0
Santander,6.92,0.0,8.53,5.15,2
Salzburg,6.78,0.0,9.25,5.34,2
Marseille,6.76,10.0,8.01,8.26,3
