Location,Cat_A,Cat_B,Cat_D,Avg_Score,Cluster
Gaziantep Airport,6.85,8.92,9.82,8.53,0
Gran Canaria,6.76,0.0,6.68,4.48,1
East Midlands,6.15,0.0,9.41,5.19,1
Tangier,6.6,9.99,5.72,7.44,0
Djibouti,5.0,0.0,0.0,1.67,2
Wroclaw,5.17,0.0,0.0,1.72,2
Zadar,8.89,0.0,0.0,2.96,2
Sfax,6.12,10.0,8.65,8.26,0
Suleymania Airport,6.81,0.0,0.0,2.27,2
Shenyang Taoxian,6.48,9.89,9.94,8.77,0
Amman,6.02,10.0,0.0,5.34,3
Osaka - Kansai,6.58,5.08,9.03,6.9,0
Geneva,6.41,10.0,0.0,5.47,3
Cheongju,6.08,9.9,4.47,6.82,3
Aswan,6.79,0.0,9.76,5.52,1
Juba,6.9,0.0,0.0,2.3,2
Malmo,6.32,0.0,8.55,4.96,1
Puerto Vallarta,6.84,9.84,0.0,5.56,3
Belgrade,6.83,0.0,9.37,5.4,1
Bangui,8.33,0.0,0.0,2.78,2
Everrich Downtown Kinmen,5.89,9.96,4.05,6.63,3
Incheon,6.08,9.64,4.3,6.67,3
Faroe Islands,6.67,0.0,9.55,5.41,1
Komatsu,4.76,0.0,8.13,4.3,1
Tuzla,4.91,0.0,9.87,4.93,1
Tirstrup,0.0,0.0,0.0,0.0,2
Samarkand,10.0,0.0,0.0,3.33,2
Quanzhou,6.25,0.0,0.0,2.08,2
Porto Alegre,6.85,10.0,7.68,8.18,0
Mudanjiang Hailang,6.71,8.45,0.0,5.05,3
Cairo,6.79,10.0,0.0,5.6,3
