Location,Cat_A,Cat_B,Cat_C,Cat_D,Avg_Score,Cluster
Said Port,0.0,0.0,5.3,0.0,1.32,1
Mahon Airport,6.26,0.0,0.21,9.77,4.06,2
Bari,5.78,0.0,2.15,8.85,4.2,2
Munich,6.35,0.0,0.88,1.1,2.08,1
Jomo Kenyatta,6.42,9.99,0.16,6.99,5.89,3
Muan,6.56,10.0,5.3,0.04,5.48,0
Isparta Airport,0.0,0.0,5.3,0.0,1.32,1
Kastelorizo Port,0.0,0.0,5.3,0.0,1.32,1
Adana Airport,6.87,9.16,0.07,6.73,5.71,3
Helsinki-Vantaa,7.04,0.0,1.68,0.0,2.18,1
Quanzhou,6.25,0.0,0.0,0.0,1.56,1
Marseille,6.76,10.0,0.29,8.01,6.26,3
Bangui,8.33,0.0,5.3,0.0,3.41,1
Togo,5.83,0.0,0.86,9.82,4.13,2
Enfidha,6.85,9.99,0.09,8.55,6.37,3
Manama,6.74,5.51,0.19,0.0,3.11,0
Soekarno Hatta,6.85,10.0,0.17,9.83,6.71,3
Wuxi Shuofang,6.71,10.0,0.07,9.95,6.68,3
Elblag,5.0,0.0,5.3,0.0,2.58,1
San Andres,0.0,0.0,5.3,0.0,1.32,1
Istanbul Asia Airlines,0.0,0.0,5.3,0.0,1.32,1
Ayvalik Port,0.0,0.0,5.3,0.0,1.32,1
Omsk,0.0,0.0,5.3,0.0,1.32,1
Manchester,6.49,0.0,0.25,7.16,3.48,2
Lodz,6.83,0.0,0.75,9.61,4.3,2
Cildir Aktas Turkey Georgia Border,0.0,0.0,5.3,0.0,1.32,1
Kyrgy/Kazakh,0.0,0.0,5.3,0.0,1.32,1
Shekou Port,0.0,0.0,5.3,0.0,1.32,1
Kyiv,7.5,0.0,5.3,0.0,3.2,1
Cartagena de Indias,0.0,0.0,5.3,0.0,1.32,1
Kumamoto,0.0,0.0,5.3,0.0,1.32,1
Georgia/Russia,0.0,0.0,5.3,0.0,1.32,1
Kaohsiung,5.89,9.97,0.26,6.64,5.69,3
Fort-de-France,6.15,10.0,0.36,6.84,5.84,3
Salzburg,6.78,0.0,0.33,9.25,4.09,2
Beijing,5.91,6.27,3.1,0.0,3.82,0
Sfax,6.12,10.0,0.19,8.65,6.24,3
Travemunde,0.0,0.0,5.3,0.0,1.32,1
Helsinki,0.0,0.0,5.3,0.0,1.32,1
Kutaisi,6.78,0.0,0.58,8.84,4.05,2
Corfu,5.59,10.0,0.29,6.7,5.64,3
Kigali,4.89,0.0,2.83,7.83,3.89,2
Baltijsk,0.0,0.0,5.3,0.0,1.32,1
Marka,6.89,0.0,0.0,0.0,1.72,1
Brisbane,6.67,0.0,1.02,0.0,1.92,1
La Goulette Port,0.0,0.0,5.3,0.0,1.32,1
Chitose,4.94,0.0,3.23,7.94,4.03,2
Samarkand,10.0,0.0,1.04,0.0,2.76,1
Yingsheng,10.0,0.0,5.3,0.0,3.82,1
Hebei,5.15,0.0,5.3,0.0,2.61,1
Almaty,5.0,0.0,2.61,9.92,4.38,2
Gran Canaria,6.76,0.0,0.15,6.68,3.4,2
New York La Guardia,0.0,0.0,5.3,0.0,1.32,1
San Sebastian,0.0,0.0,5.3,0.0,1.32,1
Kingston,6.67,0.0,1.45,0.0,2.03,1
Los Cabos,6.83,9.93,0.26,0.0,4.26,0
Wroclaw,5.17,0.0,3.1,0.0,2.07,1
Lusaka,6.92,0.0,1.73,8.28,4.23,2
Lanzarote,6.76,0.0,0.13,8.74,3.91,2
Auckland,4.44,0.0,2.35,7.88,3.67,2
Montreal,0.0,0.0,5.3,0.0,1.32,1
Berlin Brandenburg,6.82,0.0,0.66,0.0,1.87,1
Rabil,6.09,10.0,0.19,9.57,6.46,3
Tegucigalpa,9.0,0.0,5.3,0.0,3.58,1
Shenzhen,0.0,0.0,5.3,0.0,1.32,1
Singapore - Changi,6.83,0.0,0.3,7.65,3.7,2
Antalya Airlines,0.0,0.0,5.3,0.0,1.32,1
Shijiazhuang Zhengding,0.0,0.0,1.38,4.63,1.5,1
Hokkaido,0.0,0.0,5.3,0.0,1.32,1
Dalaman Airlines,0.0,0.0,5.3,0.0,1.32,1
Addis Ababa,6.81,10.0,0.07,7.26,6.03,3
Fukushima,6.67,0.0,0.0,3.17,2.46,2
Mangalore,4.87,0.0,3.93,6.95,3.94,2
Sarp Turkey Georgia Border,0.0,0.0,5.3,0.0,1.32,1
Shizuoka,5.83,0.0,5.48,6.1,4.35,2
Bodrum Icmeler Port,0.0,0.0,5.3,0.0,1.32,1
Aomori,4.44,0.0,5.4,8.84,4.67,2
Faroe Islands,6.67,0.0,8.67,9.55,6.22,2
Cancun,6.84,9.86,0.2,8.84,6.43,3
Ukraine/Slovakia,0.0,0.0,5.3,0.0,1.32,1
Cork,5.67,0.0,2.15,7.09,3.73,2
Fujairah Port,0.0,0.0,5.3,0.0,1.32,1
Miyazaki,6.67,0.0,8.29,0.0,3.74,1
Harbin Taiping,6.75,0.0,0.06,0.0,1.7,1
George Town,0.0,0.0,5.3,0.0,1.32,1
San Juan,0.0,0.0,5.3,0.0,1.32,1
Kaliningrad (Poland Border),0.0,0.0,5.3,0.0,1.32,1
Kyiv Airlines,0.0,0.0,5.3,0.0,1.32,1
Goa,4.87,0.0,3.93,7.18,4.0,2
Samana El Catey,6.85,10.0,0.0,8.27,6.28,3
Essaouira,6.84,9.99,0.0,10.0,6.71,3
Halifax,0.0,0.0,5.3,0.0,1.32,1
Augusta,0.0,0.0,5.3,0.0,1.32,1
Manila - Ninoy Aquino,6.92,0.0,1.2,9.13,4.31,2
Madrid Barajas,6.83,0.0,0.13,9.6,4.14,2
Nay Pyi Taw,0.0,0.0,5.3,0.0,1.32,1
Motril,0.0,0.0,5.3,0.0,1.32,1
Ostersund,0.0,0.0,5.3,0.0,1.32,1
Abidjan,6.56,10.0,0.19,0.0,4.19,0
Tarbes - Lourdes,6.67,10.0,0.0,9.5,6.54,3
Nanjing Lukou,5.42,5.52,6.35,0.76,4.51,1
Astana,6.75,0.0,3.31,7.95,4.5,2
Marrakech,6.43,9.98,0.03,9.49,6.48,3
Karlstad,0.0,0.0,5.3,0.0,1.32,1
Stavropol,0.0,0.0,5.3,0.0,1.32,1
Luanda,6.9,0.0,1.51,0.0,2.1,1
Rio de Janeiro,6.82,10.0,0.26,8.71,6.45,3
Mudanjiang Hailang,6.71,8.45,7.82,0.0,5.74,0
Sao Paulo - Guarulhos,6.85,10.0,0.31,8.64,6.45,3
Tozeur,6.36,10.0,0.0,0.0,4.09,0
Barranquilla,0.0,0.0,5.3,0.0,1.32,1
Shanghai Hongqiao,6.1,6.63,0.09,3.29,4.03,0
Madeira,6.67,0.0,0.33,9.0,4.0,2
USA- Airports,0.0,0.0,5.3,0.0,1.32,1
Karlsruhe Baden-Baden,10.0,0.0,5.3,0.0,3.82,1
Bujumbura,5.0,0.0,2.16,9.37,4.13,2
Juanda,0.0,0.0,5.3,0.0,1.32,1
Fuzhou Changle,6.02,10.0,0.06,6.37,5.61,3
Belgorod,7.78,0.0,5.3,0.0,3.27,1
Burkina Faso,0.0,0.0,5.3,0.0,1.32,1
Kitakyushu,0.0,0.0,5.3,0.0,1.32,1
Zanzibar,5.44,0.0,2.7,0.0,2.04,1
Zia,4.93,0.0,2.24,9.85,4.26,2
Ramon,10.0,0.0,0.0,0.0,2.5,1
Belarus/Ukraine,0.0,0.0,5.3,0.0,1.32,1
Kraljevo,0.0,0.0,5.3,0.0,1.32,1
Karlovy Vary,0.0,0.0,5.3,0.0,1.32,1
Cagliari,0.0,0.0,5.3,0.0,1.32,1
Sardar Vallabh Bhai Patel,4.87,0.0,3.93,3.78,3.14,1
Samsun Port,0.0,0.0,5.3,0.0,1.32,1
Nanchang Changbei,6.62,10.0,8.53,9.96,8.78,3
Leipzig,0.0,0.0,5.3,0.0,1.32,1
St. Petersburg Marine,0.0,0.0,5.3,0.0,1.32,1
Tokyo - Narita,6.55,9.51,0.13,8.71,6.23,3
Las Vegas,0.0,0.0,5.3,0.0,1.32,1
Medellin Jose Maria Cordova,5.08,0.0,1.12,7.31,3.38,2
Cayenne (REC),0.0,0.0,0.54,10.0,2.64,2
Paris Vatry ,0.0,0.0,5.3,0.0,1.32,1
Zhengzhou Xinzheng,5.65,2.53,0.06,9.99,4.56,2
Harare,10.0,0.0,5.3,0.0,3.82,1
Vancouver,0.0,0.0,5.3,0.0,1.32,1
Curitiba,0.0,0.0,5.3,0.0,1.32,1
Aberdeen,6.44,0.0,0.36,9.6,4.1,2
Manas,6.15,0.0,0.15,0.0,1.58,1
Dilucu Turkey Nakhchivan Border,0.0,0.0,5.3,0.0,1.32,1
Leeds Bradford,6.23,0.0,0.41,9.19,3.96,2
Kosice,0.0,0.0,5.3,0.0,1.32,1
Chernoshevsko,0.0,0.0,5.3,0.0,1.32,1
Daegu (downtown),0.0,9.73,0.0,0.0,2.43,0
Khost,0.0,0.0,5.3,0.0,1.32,1
Penang,6.67,10.0,1.1,8.58,6.59,3
Bilbao,6.84,0.0,0.17,9.91,4.23,2
Volgograd,6.88,0.0,0.29,6.99,3.54,2
San Pedro Sula,0.0,0.0,5.3,0.0,1.32,1
Tangier,6.6,9.99,0.03,5.72,5.58,3
Copenhagen,6.83,0.0,0.54,9.4,4.19,2
Lyon Saint Exupery,6.77,10.0,0.35,1.74,4.71,0
Sendai,4.89,0.0,2.38,7.63,3.72,2
Lagos,6.83,10.0,0.2,9.65,6.67,3
Lille,6.9,0.0,1.56,9.77,4.56,2
Istanbul Asia Airport,6.8,8.5,0.05,9.15,6.12,3
Habur  Turkey Iraq Border,0.0,0.0,5.3,0.0,1.32,1
Palanga,0.0,0.0,5.3,0.0,1.32,1
Jersey,6.67,0.0,0.48,9.91,4.27,2
Belize City,5.38,0.0,0.93,0.0,1.58,1
Quebec City,0.0,0.0,5.3,0.0,1.32,1
Moldova/Romania,0.0,0.0,5.3,0.0,1.32,1
Ukraine/Poland,0.0,0.0,5.3,0.0,1.32,1
Bourgas,6.2,0.0,0.31,0.6,1.78,1
Netaji Subhash Chandra Bose Int. Airport,4.87,0.0,3.93,3.4,3.05,1
Karameh (Iraq border),0.0,0.0,5.3,0.0,1.32,1
Johor Bahru,6.13,7.84,4.85,9.07,6.97,3
Punta Cana - Higuey,6.78,9.82,0.13,8.31,6.26,3
Ioannina,6.98,0.0,0.0,8.47,3.86,2
Russian/Georgia,0.0,0.0,5.3,0.0,1.32,1
La Ceiba Goloson,0.0,0.0,5.3,0.0,1.32,1
Heraklion Airport,6.75,10.0,0.22,8.52,6.37,3
Birmingham,6.38,0.0,0.25,9.72,4.09,2
Samsun Airport,6.84,9.04,0.05,8.33,6.07,3
Acapulco,8.48,0.0,1.67,0.0,2.54,1
Poti Sea Port,0.0,0.0,5.3,0.0,1.32,1
Livorno,0.0,0.0,5.3,0.0,1.32,1
Liege Bierset,0.0,0.0,5.3,0.0,1.32,1
Derekoy Turkey Bulgaria Border,0.0,0.0,5.3,0.0,1.32,1
Skadovsk Sea Port,0.0,0.0,5.3,0.0,1.32,1
Phnom Penh,6.75,4.28,0.15,8.24,4.85,2
Coolangatta,8.33,0.0,4.87,0.0,3.3,1
Malmo,6.32,0.0,2.83,8.55,4.43,2
Vuosaari,0.0,0.0,5.3,0.0,1.32,1
Macau,6.67,10.0,0.43,8.03,6.28,3
Zadar,8.89,0.0,8.24,0.0,4.28,1
Aqaba (Israel border),0.0,0.0,5.3,0.0,1.32,1
Monastir,6.39,9.99,0.08,0.0,4.12,0
Marmaris Port,0.0,0.0,5.3,0.0,1.32,1
Turkhem,0.0,0.0,5.3,0.0,1.32,1
Kuusamo,0.0,0.0,5.3,0.0,1.32,1
Rostov Don,7.81,0.0,5.3,0.0,3.28,1
Sochi,6.75,0.0,0.33,2.77,2.46,2
Pamandzi,4.85,0.0,3.6,10.0,4.61,2
Busan - Kimhae (downtown),0.0,2.64,0.0,0.0,0.66,1
Chita,0.0,0.0,5.3,0.0,1.32,1
Valencia,6.5,0.0,0.16,0.0,1.66,1
Basel,6.35,10.0,0.21,4.59,5.29,0
Astrakhan,6.9,0.0,2.12,8.46,4.37,2
Split Port,0.0,0.0,5.3,0.0,1.32,1
Hanoi,5.4,0.0,0.82,9.15,3.84,2
Katima Mulilo,4.76,0.0,0.0,0.0,1.19,1
Abuja,6.28,10.0,0.44,8.42,6.28,3
Fethiye Port,0.0,0.0,5.3,0.0,1.32,1
Tivat,0.0,0.0,5.3,0.0,1.32,1
Moldova/Ukraine,0.0,0.0,5.3,0.0,1.32,1
Guangzhou Baiyun,6.09,9.75,0.06,9.98,6.47,3
Djibouti,5.0,0.0,3.01,0.0,2.0,1
Denizli Cardak Airport,6.85,9.34,5.77,8.75,7.68,3
Tampere-Pirkkala,0.0,0.0,5.3,0.0,1.32,1
Hohhot Baita,6.71,10.0,5.3,9.99,8.0,3
Hannover,6.79,0.0,0.67,0.0,1.86,1
Plovdiv,0.0,0.0,5.3,0.0,1.32,1
Hiroshima,4.89,0.0,2.24,10.0,4.28,2
Medina,6.87,10.0,0.31,0.0,4.3,0
Ohrid,6.83,0.0,0.0,4.57,2.85,2
Conakry,9.17,0.0,8.61,0.0,4.44,1
Georgia/Azerbaijan,0.0,0.0,5.3,0.0,1.32,1
Cozumel,6.87,10.0,0.38,0.0,4.31,0
Aswan,6.79,0.0,6.07,9.76,5.65,2
Helsingborg,0.0,0.0,5.3,0.0,1.32,1
Damascus,0.0,0.0,5.3,0.0,1.32,1
Warsaw-Modlin,6.92,0.0,1.34,9.04,4.32,2
Seoul,5.74,8.54,0.25,5.72,5.06,3
Santander,6.92,0.0,0.51,8.53,3.99,2
Rijeka,0.0,0.0,5.3,0.0,1.32,1
Chisinau,7.76,0.0,5.3,0.0,3.26,1
Cesme Port,0.0,0.0,5.3,0.0,1.32,1
Yancheng Nanyang,6.73,0.0,5.3,0.0,3.01,1
Faro Airport,6.74,0.0,0.21,0.0,1.74,1
Poznan-Lawica,4.81,0.0,3.23,0.0,2.01,1
Asyut,5.33,0.0,0.08,9.87,3.82,2
Ukraine/Romania,0.0,0.0,5.3,0.0,1.32,1
Toronto,0.0,0.0,5.3,0.0,1.32,1
Busan - Kimhae,6.02,9.85,0.19,0.52,4.14,0
Hyderabad,5.18,0.0,3.8,0.0,2.24,1
Ushuaia,0.0,0.0,5.3,0.0,1.32,1
Ras El Khaymah,6.8,0.0,0.94,2.11,2.46,1
Medininka,0.0,0.0,5.3,0.0,1.32,1
Georgia/Armenia,0.0,0.0,5.3,0.0,1.32,1
Bromma,0.0,0.0,5.3,0.0,1.32,1
Guiyang Longdongbao,7.78,0.0,5.3,0.0,3.27,1
Ipsala Turkey Greece Border,0.0,0.0,5.3,0.0,1.32,1
Lviv,7.36,0.0,5.3,0.0,3.16,1
Luqa,0.0,0.0,5.3,0.0,1.32,1
Tianjin Binhai,0.0,0.0,5.3,0.0,1.32,1
Xian Xianyang,6.49,9.82,0.06,5.73,5.53,3
Adelaide,6.19,0.0,3.24,5.83,3.82,2
Nakhichevan,0.0,0.0,5.3,0.0,1.32,1
Piraeus,0.0,0.0,5.3,0.0,1.32,1
Gothenburg,6.67,0.0,5.32,8.69,5.17,2
Ulan-Ude,0.0,0.0,5.3,0.0,1.32,1
Singapore,0.0,0.0,5.3,0.0,1.32,1
Pasir Gudang,0.0,0.0,5.3,0.0,1.32,1
Tripoli,0.0,0.0,5.3,0.0,1.32,1
La Rochelle,0.0,0.0,5.3,0.0,1.32,1
Charleroi,6.67,0.0,0.36,0.0,1.76,1
Xiamen Gaoqi,6.11,9.95,0.06,8.23,6.09,3
Kos Port,0.0,0.0,5.3,0.0,1.32,1
Douala,7.0,0.0,0.63,10.0,4.41,2
Doha,5.05,0.0,0.84,6.68,3.14,2
Changchun Longjia,5.96,10.0,0.06,9.93,6.49,3
Cairo,6.79,10.0,5.19,0.0,5.5,0
Niamey,5.0,0.0,1.11,0.0,1.53,1
Brno,4.44,0.0,3.65,9.84,4.48,2
Chania,5.86,0.0,0.32,7.93,3.53,2
Hamilton,0.0,0.0,5.3,0.0,1.32,1
Krasnoyarsk,6.88,0.0,2.59,9.48,4.74,2
Russia/China,0.0,0.0,5.3,0.0,1.32,1
Rotterdam,6.92,0.0,4.83,1.1,3.21,1
Monterrey,6.84,10.0,0.29,8.6,6.43,3
Grenoble,6.35,10.0,0.0,10.0,6.59,3
Taiyuan Wusu,6.71,10.0,0.05,9.58,6.59,3
Katowice,5.0,0.0,3.05,9.82,4.47,2
Juba (inactive),0.0,0.0,1.11,9.62,2.68,2
Milan - Linate,6.88,0.0,0.26,4.11,2.81,2
London Stansted,6.57,0.0,0.31,9.55,4.11,2
Abu Dhabi,5.75,9.62,0.16,8.47,6.0,3
Piraeus Port,0.0,0.0,5.3,0.0,1.32,1
Antalya Gazipasa Airport,6.83,9.23,0.09,0.0,4.04,0
Ngurah Rai,6.76,9.96,0.06,9.16,6.49,3
Durban,6.74,10.0,0.48,9.78,6.75,3
Hurgada,6.72,0.0,0.08,7.68,3.62,2
Santiago Arturo Merino Benitez,6.67,10.0,0.24,10.0,6.73,3
Mahe,0.0,0.0,5.3,0.0,1.32,1
Langkawi,0.0,0.0,5.3,0.0,1.32,1
Rygge,0.0,0.0,5.3,0.0,1.32,1
Trelleborg,0.0,0.0,5.3,0.0,1.32,1
Krasnodar,7.47,0.0,5.3,0.0,3.19,1
Genoa,5.76,0.0,3.0,0.0,2.19,1
Murmansk,0.0,0.0,5.3,0.0,1.32,1
Bremen,6.77,0.0,1.89,0.0,2.16,1
Khorfakan Port,0.0,0.0,5.3,0.0,1.32,1
Pointe-a-Pitre,6.35,10.0,0.58,8.73,6.42,3
Manila Downtown Shop,0.0,0.0,0.0,0.0,0.0,1
Istanbul Port,0.0,0.0,5.3,0.0,1.32,1
Damietta,0.0,0.0,5.3,0.0,1.32,1
Dalaman Airport,6.79,0.0,0.05,0.0,1.71,1
Kavala,5.52,0.0,0.0,9.8,3.83,2
Basrah,6.81,0.0,3.01,0.0,2.46,1
Lucknow,4.87,0.0,3.93,5.82,3.66,2
Asmara,0.0,0.0,5.3,0.0,1.32,1
Edinburgh,6.47,0.0,0.29,9.52,4.07,2
Iloilo,0.0,0.0,5.3,0.0,1.32,1
Roland Garros,6.67,10.0,1.52,7.17,6.34,3
Aqaba Port,0.0,0.0,5.3,0.0,1.32,1
Trabzon Airport,6.84,5.39,0.07,9.92,5.55,3
Jieyang Chaoshan,6.71,0.0,5.3,0.0,3.0,1
Greenland,0.0,0.0,5.3,0.0,1.32,1
Stavanger,6.78,0.0,0.38,9.28,4.11,2
Gaziantep Airport,6.85,8.92,0.04,9.82,6.41,3
Esendere Turkey Iran Border,0.0,0.0,5.3,0.0,1.32,1
Bridgetown,6.76,0.0,0.61,1.61,2.24,1
London Gatwick,6.58,0.0,0.26,0.0,1.71,1
Jerba,6.47,9.98,0.04,0.0,4.12,0
Prague,6.07,0.0,1.1,0.0,1.79,1
Entebbe,4.8,0.0,3.63,9.61,4.51,2
Mactan,6.67,0.0,5.3,0.0,2.99,1
Symi Port,0.0,0.0,5.3,0.0,1.32,1
Arkhangelsk,0.0,0.0,5.3,0.0,1.32,1
Altanbulag FTZ,0.0,0.0,5.3,0.0,1.32,1
Atyrau,0.0,0.0,5.3,0.0,1.32,1
Lublin,6.82,0.0,0.0,0.0,1.7,1
Georgia/Turkey,0.0,0.0,5.3,0.0,1.32,1
Nador,6.86,9.99,0.08,6.85,5.94,3
Kralendijk (Bonaire),6.79,0.0,1.5,0.0,2.07,1
Paderborn,6.82,0.0,0.85,9.84,4.38,2
Wenzhou Longwan,6.55,4.7,0.06,9.97,5.32,3
Fortaleza,6.87,10.0,0.87,7.68,6.36,3
Iwate,6.67,0.0,5.3,9.52,5.37,2
Islamabad,3.33,0.0,5.3,10.0,4.66,2
Seoul (downtown),0.0,0.35,0.0,0.0,0.09,1
Gurbulak Turkey Iranian Border,0.0,0.0,5.3,0.0,1.32,1
Victoria,0.0,0.0,5.3,0.0,1.32,1
Armenia - Iran,0.0,0.0,5.3,0.0,1.32,1
Russia/Estonia,0.0,0.0,5.3,0.0,1.32,1
Nagasaki,0.0,0.0,5.3,0.0,1.32,1
Roscoff,0.0,0.0,5.3,0.0,1.32,1
Pierrefond,0.0,0.0,5.3,0.0,1.32,1
Castellon,0.0,0.0,5.3,0.0,1.32,1
Hrabrovo,7.62,0.0,5.3,0.0,3.23,1
Muscat,6.78,0.0,0.4,7.26,3.61,2
Santa Cruz de Tenerife,0.0,0.0,5.3,0.0,1.32,1
Bandaranaike,5.1,0.0,2.51,9.66,4.32,2
Tampa,0.0,0.0,5.3,0.0,1.32,1
Chattrapati Shivaji,5.05,0.0,5.77,0.0,2.7,1
Karlskrona,0.0,0.0,5.3,0.0,1.32,1
Hatay Airport,9.52,0.0,0.0,0.0,2.38,1
Mexico City,6.84,9.87,0.2,0.0,4.23,0
A Coruna,6.92,0.0,0.52,9.35,4.2,2
Shanghai Pudong,5.93,3.57,0.09,9.66,4.81,2
Siem Reap,7.16,0.0,5.25,0.0,3.1,1
Seattle,0.0,0.0,5.3,0.0,1.32,1
Managua,6.87,9.46,0.24,5.83,5.6,3
Ulaanbaatar,6.67,0.0,0.12,0.0,1.7,1
Taipei Songshan,0.0,0.0,5.3,0.0,1.32,1
Providenciales (Turks and Caicos),7.5,0.0,5.3,0.0,3.2,1
Viracopos,6.85,10.0,0.33,7.38,6.14,3
Kalibo,7.78,0.0,8.36,8.2,6.08,2
Thiruvananthapuram,0.0,0.0,5.3,0.0,1.32,1
Tel-Aviv,5.42,0.0,0.51,9.85,3.94,2
Weeze,0.0,0.0,5.3,0.0,1.32,1
Orebro,7.78,0.0,5.3,9.67,5.69,2
Eskisehir Airport,6.87,8.94,5.3,9.61,7.68,3
Reus,6.26,0.0,0.24,9.78,4.07,2
Chicago,0.0,0.0,5.3,0.0,1.32,1
Karup,0.0,0.0,5.3,0.0,1.32,1
Bristol,6.47,0.0,0.28,10.0,4.19,2
Changzhou Benniu,6.91,0.0,4.83,0.0,2.94,1
Belarus/Lithuania,0.0,0.0,5.3,0.0,1.32,1
Bariloche,5.0,0.0,5.46,0.06,2.63,1
Haiphong,8.33,0.0,5.23,9.9,5.86,2
Palermo,6.86,0.0,0.35,9.23,4.11,2
Sofia,6.75,0.0,0.22,1.33,2.08,1
St. George's Point Saline,6.81,10.0,0.22,9.62,6.66,3
Hangzhou Xiaoshan,6.09,2.42,0.06,9.99,4.64,2
Asturias,6.97,0.0,1.13,0.0,2.02,1
Quito,6.86,9.73,0.56,6.8,5.99,3
Beira,8.75,0.0,5.3,0.0,3.51,1
Tokyo - Ginza,0.0,0.0,5.3,0.0,1.32,1
Hakodate,0.0,0.0,5.3,0.0,1.32,1
Izmir Airlines,0.0,0.0,5.3,0.0,1.32,1
Bar,0.0,0.0,5.3,0.0,1.32,1
Ningbo Lishe,6.2,0.09,0.07,9.99,4.09,2
Suleymania Airport,6.81,0.0,3.46,0.0,2.57,1
Toyama,0.0,0.0,5.3,0.0,1.32,1
Panama Tocumen,6.79,9.96,0.47,7.83,6.26,3
Torugart,0.0,0.0,5.3,0.0,1.32,1
Harstad,0.0,0.0,5.3,0.0,1.32,1
Gabon,6.79,0.0,0.26,5.83,3.22,2
Asuncion Silvio Petterossi,6.85,0.0,5.3,7.95,5.02,2
Kota Kinabalu,6.67,3.37,2.16,4.98,4.3,2
Shymkent,7.92,0.0,0.0,0.0,1.98,1
Nice,6.77,10.0,0.49,0.0,4.31,0
Graz,6.79,0.0,0.51,10.0,4.32,2
Oslo,6.78,0.0,0.37,0.0,1.79,1
Greena,0.0,0.0,5.3,0.0,1.32,1
Olsztyn,6.84,0.0,0.0,0.0,1.71,1
DAMMAM,6.77,10.0,0.28,4.11,5.29,0
Stockholm,0.0,0.0,5.3,0.0,1.32,1
Kalmar,0.0,0.0,5.3,0.0,1.32,1
Guatemala City,6.89,5.12,0.84,4.46,4.33,0
Tenerife,6.76,0.0,0.13,0.0,1.72,1
Strasbourg,6.92,0.0,0.65,9.67,4.31,2
Eindhoven,6.88,0.0,7.6,0.0,3.62,1
Heraklion Port,0.0,0.0,5.3,0.0,1.32,1
Casablanca,6.47,9.97,0.03,9.92,6.6,3
Bergen,6.81,0.0,0.47,5.7,3.24,2
Samara,6.67,0.0,0.63,10.0,4.32,2
Sihanoukville,6.72,10.0,0.13,8.35,6.3,3
Bologna,5.78,0.0,2.14,6.35,3.57,2
Lulea,7.33,0.0,7.66,0.0,3.75,1
Zaragoza,0.0,0.0,5.3,0.0,1.32,1
Tokyo - Shinjuku,0.0,0.0,0.0,0.0,0.0,1
Zurich,6.27,10.0,0.13,8.13,6.13,3
Perm,0.0,0.0,5.3,0.0,1.32,1
Pengsheng,5.0,0.0,0.13,0.44,1.39,1
Natal,6.84,10.0,0.24,4.78,5.46,3
Kuwait,6.05,9.94,0.14,0.0,4.03,0
Tabarka,0.0,0.0,5.3,0.0,1.32,1
Venice,6.78,0.0,0.3,9.07,4.04,2
Matsuyama,0.0,0.0,5.3,0.0,1.32,1
Greece/Albania,0.0,0.0,5.3,0.0,1.32,1
Luxor,6.79,0.0,0.09,8.96,3.96,2
Kusadasi Port,0.0,0.0,5.3,0.0,1.32,1
Halmstad,0.0,0.0,5.3,0.0,1.32,1
Lima,6.77,9.99,0.16,9.6,6.63,3
Turku,0.0,0.0,5.3,0.0,1.32,1
Praia,6.85,10.0,0.22,9.57,6.66,3
Beni Mellal,0.0,0.0,5.3,0.0,1.32,1
Porto Alegre,6.85,10.0,0.42,7.68,6.24,3
Newark,0.0,0.0,5.3,0.0,1.32,1
Puerto Plata,6.82,9.11,0.38,7.83,6.04,3
Sanaa,0.0,0.0,5.3,0.0,1.32,1
Agadir,6.43,9.98,0.03,10.0,6.61,3
Samos Port,0.0,0.0,5.3,0.0,1.32,1
Port-au-Prince (Haiti),6.76,0.0,1.79,5.18,3.43,2
Ho Chi Minh,6.67,0.0,0.63,9.62,4.23,2
Leopold Sedar Senghar,6.72,0.0,0.27,9.41,4.1,2
Stuttgart,6.88,0.0,1.43,0.6,2.23,1
Newcastle,6.47,0.0,0.38,6.18,3.26,2
Barcelona,6.54,0.0,0.16,7.63,3.58,2
Takamatsu,5.0,0.0,2.33,3.78,2.78,2
Izmir Ferries Setur Seferihisar,0.0,0.0,5.3,0.0,1.32,1
Ankara Airlines,0.0,0.0,5.3,0.0,1.32,1
Igoumenitsa Port,0.0,0.0,5.3,0.0,1.32,1
Mariehamn,0.0,0.0,5.3,0.0,1.32,1
Changsha Huanghua,6.52,9.45,0.06,10.0,6.51,3
Chubu,6.58,8.98,0.07,8.52,6.04,3
Norrkoping,0.0,0.0,5.3,0.0,1.32,1
Irkutsk,0.0,0.0,5.3,0.0,1.32,1
Florianopolis,6.79,10.0,2.22,9.55,7.14,3
Linz,0.0,0.0,5.3,0.0,1.32,1
San Salvador Comalapa,6.84,9.8,0.34,7.84,6.21,3
Tbilisi,6.83,0.0,0.42,0.0,1.81,1
Saga,0.0,0.0,5.3,0.0,1.32,1
Sharjah,5.78,9.3,0.11,8.22,5.85,3
Nuernberg,6.86,0.0,0.95,0.0,1.95,1
Bodrum Port,0.0,0.0,5.3,0.0,1.32,1
Santorini,5.38,0.0,0.34,8.71,3.61,2
Vaxjo,4.67,0.0,0.0,0.0,1.17,1
Haifa,0.0,0.0,5.3,0.0,1.32,1
Detroit,0.0,0.0,5.3,0.0,1.32,1
Bodrum Turgutreis Port,0.0,0.0,5.3,0.0,1.32,1
Tarifa,0.0,0.0,5.3,0.0,1.32,1
Vigo,6.86,0.0,0.84,9.71,4.35,2
Radom,5.56,0.0,0.31,7.48,3.34,2
Cali,6.8,8.86,0.37,5.97,5.5,3
Klang Port,0.0,0.0,5.3,0.0,1.32,1
