SKU,Item per Bundle,CR_BrandId,DF_Market,Location,TMO
WINSTON - LIGHTS KS BOX,200,45191,Morocco,Oujda,JTI
MAYFAIR - SKY BLUE KS BOX,600,46686,Great Britain,Glasgow Prestwick,JTI
L&M - BLUE LABEL (5.0 CWB) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT,400,123649,Brazil,Florianopolis,PMI
MARLBORO - GOLD (3.5) KS RCB 600 SPECIAL OUTER - GENERIC DF-ENG TXT - ALTERNATIVE,600,139307,Brazil,Florianopolis,PMI
MARLBORO - GOLD (3.5) 100's RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139306,Mexico,Cozumel,PMI
LAMBERT & BUTLER - BLUE KS BOX,200,96896,Great Britain,London Luton,IMPERIAL BRANDS
BENSON & HEDGES - GOLD KS BOX,200,42846,Spain DP,Jerez De La Frontera,BAT
SEVEN STARS - KS BOX,200,46302,China,Hefei Xinqiao,JTI
MARLBORO - (RED FWD) 100's SOFT 600 SPECIAL OUTER - TURKEY DF - BASE PRODUCT DF,600,98006,Turkey,Samsun Airport,PMI
AMERICAN LEGEND - (WHITE) KS BOX,200,59251,Turkey,Samsun Airport,KARELIA TOBACCO
NOBEL - KS BOX,200,44321,Spain DP,Malaga,IMPERIAL BRANDS
PALL MALL - (RED) KS BOX,200,53263,Spain DP,Malaga,BAT
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,Kyrgyzstan,Manas,BAT
DAVIDOFF - SLIMS GOLD KS OCTAGONAL PACK SLIMS,200,88913,Germany,Cologne,IMPERIAL BRANDS
ESSE - CHANGE HIMALAYA MENTHOL 100's BOX C SUPERSLIMS,200,122331,South Korea,Yangyang,KT & G
MEVIUS - SUPER LIGHTS KS RCB,200,94993,South Korea,Yangyang,JTI
MARLBORO - RED 3.5 KS BOX - GENERIC DF-ENG TXT,200,125837,Dominican Republic,Samana El Catey,PMI
MARLBORO - RED 3.5 KS BOX - SOUTH AFRICA DF,10000,125698,"Congo, Rep. Dem.",Kinshasa,PMI
KARELIA - SLIMS (BLUE) 100's BOX SLIMS,200,53451,Serbia,Nis,KARELIA TOBACCO
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - SPAIN DF - IDM SPAIN,400,122499,Spain DP,Almeria,PMI
GAULOISES - KS BOX,200,43523,Morocco,Fes,IMPERIAL BRANDS
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,Spain DP,Alicante,BAT
WINSTON - DARK BLUE KS RCB,600,108083,Turkey,Antalya Gazipasa Airport,JTI
VOGUE - MENTHE MENTHOL 100's BOX SUPERSLIMS,600,51102,Turkey,Antalya Gazipasa Airport,BAT
KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,55423,China,Zhengzhou Xinzheng,BAT
MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM GREECE,200,123331,Greece,Santorini,PMI
SILK CUT - PURPLE KS BOX,200,45375,Greece,Santorini,JTI
DAVIDOFF - SLIMS GOLD KS OCTAGONAL PACK SLIMS,200,88913,Brazil,Brasilia,IMPERIAL BRANDS
MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139305,Brazil,Brasilia,PMI
MARLBORO - (GOLD 3.0) KS RCB 400 WHITE - LA&CANADA DF-ENG TXT,400,114360,Caribbean Other,Antigua,PMI
MARLBORO - RED 3.5 KS BOS 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT - ALTERNATIVE 1,400,125836,India,Netaji Subhash Chandra Bose Int. Airport,PMI
MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139305,Paraguay,Asuncion Silvio Petterossi,PMI
BENSON & HEDGES - GOLD KS BOX,600,42846,Kenya,Jomo Kenyatta,BAT
CAMEL - (YELLOW) KS BOX,200,49844,Spain DP,Asturias,JTI
MARLBORO - TOUCH 3.5 KS RCT SLIMS WHITE - ENGLISH GHW TPD2 DF - IDM GREECE,200,124700,Greece,Ioannina,PMI
CORSET - DEUX A PORTER 100's NEW GENERATION SHOULDER BOX C SUPERSLIMS,200,114209,Portugal,Porto,KING'S TOBACCO
STATE EXPRESS 555 - MANDARIN PEARL 90's,200,57655,China,Shanghai Hongqiao,BAT
CHUNGHWA - KS BOX,200,43087,Brazil,Belo Horizonte,CHINA NATIONAL
MARLBORO - FILTER PLUS (FWD) KS RCB JUMBO WHITE - GENERIC DF-ENG TXT,200,142591,India,Indira Gandhi,PMI
L&M - SILVER LABEL (5.0 CWB) KS RCB WHITE - GENERIC DF-ENG TXT,200,123646,India,Indira Gandhi,PMI
STERLING - FRESH TASTE ON DEMAND KS BOX C,200,88594,Bulgaria,Varna,JTI
LUCKY STRIKE - ORIGINAL RED KS BOX,600,51260,Turkey,Gaziantep Airport,BAT
GITANES - BLEU RS SHELL & SLIDE,200,43576,Guadalupe,Pointe-a-Pitre,IMPERIAL BRANDS
MARLBORO - (RED FWD) KS  600 TRANSPARENT BUNDLE - TURKEY DF - BASE PRODUCT DF,600,125176,Turkey,Trabzon Airport,PMI
MARLBORO - DOUBLE FUSION PURPLE KS RCB C WHITE - TURKEY DF,200,118916,Turkey,Trabzon Airport,PMI
MARLBORO - (RED FWD) KS RCB TRANSPARENT BUNDLE - UNITED KINGDOM DF - IDM UNITED KINGDOM,200,125037,Great Britain,Southampton,PMI
LAMBERT & BUTLER - BLUE KS BOX,600,96896,Great Britain,Southampton,IMPERIAL BRANDS
MARLBORO - (RED FWD) KS BOX 400 - TURKEY DF,400,94143,Turkey,Istanbul Asia Airport,PMI
PARLIAMENT - SUPER SLIMS 100's BOX SUPERSLIMS WHITE - TURKEY DF,200,41603,Turkey,Istanbul Asia Airport,PMI
MARLBORO - RED 3.5 KS BOX WHITE - ARGENTINA DF,200,125471,Argentina,Rosario,PMI
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,China,Yantai Penglai,BAT
MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS RCS C WRG JUMBO RC WHITE - GENERIC DF-ENG TXT,200,122897,Tunisia,Monastir,PMI
LUCKY STRIKE - KS BOX,200,43972,Japan,Osaka - Kansai,BAT
L&M - RED LABEL (5.0 CWB) 100's SOFT 600 TRANSPARENT BUNDLE - TURKEY DF,600,122594,Turkey,Istanbul Airport,PMI
MARLBORO - (RED FWD) KS BOX TRANSPARENT BUNDLE - GIBRALTAR DUTY PAID - IDM GIBRALTAR,200,121195,Gibraltar,Gibraltar,PMI
MEVIUS - PREMIUM MENTHOL OPTION RED 5 MENTHOL KS RCB C,200,106081,Japan,Osaka - Kansai,JTI
LUCKY STRIKE - MENTHOL KS BOX,200,46496,China,Hangzhou Xiaoshan,BAT
MARLBORO - AMBER MENTHOL KS BOX C CHR WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,110723,China,Hangzhou Xiaoshan,PMI
NEWS - KS BOX,200,44311,France,Paris Charles De Gaulle,IMPERIAL BRANDS
MARLBORO - RED 3.5 KS BOS - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,125594,India,Cochin,PMI
MARLBORO - (GOLD 3.0) KS RCB WHITE - JORDAN DF,200,113601,Oman,Muscat,PMI
MARLBORO - DOUBLE FUSION MENTHOL KS BOX 600 C TRU SPECIAL OUTER WHITE - GENERIC DF-ENG TXT,600,144768,Aruba,Oranjestad,PMI
WINSTON - RED KS BOX,600,54579,Turkey,Izmir Airport,JTI
DUNHILL - (BLUE) KS BOX,200,49364,Turkey,Izmir Airport,BAT
PHILIP MORRIS - (RED) KS BOX 400 - ARGENTINA DF,400,98473,Argentina,Buenos Aires Aeroparque,PMI
LAMBERT & BUTLER - KS BOX,200,43912,Canary Islands,Tenerife,IMPERIAL BRANDS
MARLBORO - DOUBLE ICE KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,123409,Morocco,Rabat,PMI
JOHN PLAYER SPECIAL - BLUE KS BOX,200,51575,Spain,Gerona,IMPERIAL BRANDS
CAMEL - BLUE KS BOX,200,52735,Switzerland,Zurich,JTI
CHESTERFIELD - BLUE (4.0) KS BOX - ITALY DF - IDM ITALY,200,123373,Italy,Venice,PMI
MURATTI - AMBASSADOR KS RCB WHITE - ITALY DF - IDM ITALY,200,120993,Italy,Venice,PMI
KARELIA - WHITE KS BOX,200,51666,Turkey,Ankara Airport,KARELIA TOBACCO
DUNHILL,200,38219,Vietnam,Ho Chi Minh,BAT
ESSE - GOLDEN LEAF 100's BOX SUPERSLIMS,200,54947,United Arab Emirates,Sharjah,KT & G
WINSTON - BLUE KS RCB,400,53483,United Arab Emirates,Sharjah,JTI
L&M - BLUE LABEL (5.0 CWB) KS RCB - CANARY ISLANDS DF - IDM SPAIN,200,124959,Canary Islands,Fuerteventura,PMI
WEST - BLUE KS BOX,200,46754,Saudi Arabia,Jeddah,IMPERIAL BRANDS
DAVIDOFF - CLASSIC KS BOX,200,88459,Armenia,Yerevan,IMPERIAL BRANDS
DAVIDOFF - WHITE 100's OCTAGONAL PACK SUPERSLIMS,200,49888,Turkey,Ankara Airport,IMPERIAL BRANDS
WINSTON - (RED) 100's BOX,200,56994,Spain,Barcelona,JTI
NATURAL AMERICAN SPIRIT - (ORANGE) KS SOFT,200,45998,Jamaica,Montego Bay,JTI
CAMEL - KS BOX,200,43011,Spain DP,Malaga,JTI
CAMEL - (YELLOW) KS BOX,200,49844,Spain,Madrid Barajas,JTI
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER WHITE - ZONE 1 DF - IDM SWITZERLAND,600,125560,Switzerland,Basel,PMI
LAMBERT & BUTLER - KS BOX,200,43912,Switzerland,Basel,IMPERIAL BRANDS
L&M - BLUE LABEL (5.0 CWB) KS RCB - ENGLISH GHW TPD2 DF - IDM POLAND,200,124252,Poland,Warsaw,PMI
KOOL - LIGHTS MENTHOL KS BOX,200,46491,Japan,Chubu,BAT
LAMBERT & BUTLER - GOLD KS BOX,200,45979,Great Britain,Manchester,IMPERIAL BRANDS
MARLBORO - GOLD (3.5) KS BOX (PROMO) - ENGLISH GHW TPD2 DF - IDM GERMANY,200,137262,Germany,Munich,PMI
CAMEL - (BLUE) KS BOX,400,45351,Germany,Munich,JTI
HUANGHELOU - 8 MENTHOL KS BOX C,200,115804,Japan,Osaka - Kansai,CHINA NATIONAL
MARLBORO - BLOSSOM FUSION MENTHOL KS RCS C CHI WHITE - UAE DF,200,125321,United Arab Emirates,Dubai,PMI
MARLBORO - LUNA SHUFFLE MENTHOL KS RCS (PROMO) C MUL WHITE - UAE DF,200,139004,United Arab Emirates,Dubai,PMI
ROTHMANS - (BLUE) KS BOX,600,46008,Great Britain,Newcastle,BAT
WINSTON - BLUE KS BOX,400,54088,Dominican Republic,La Romana,JTI
LUCKY STRIKE - AMBER KS BOX C,200,127567,Dominican Republic,La Romana,BAT
MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS RCS C WRG JUMBO RC WHITE - GENERIC DF-ENG TXT,200,122897,Egypt,Sharm El Sheikh,PMI
MARLBORO - SOL SHUFFLE MENTHOL KS RCS (PROMO) C MUL JUMBO RC WHITE - GENERIC DF-ENG TXT,200,142484,Egypt,Sharm El Sheikh,PMI
L&M - SILVER LABEL (5.0 CWB) KS RCB WHITE - GENERIC DF-ENG TXT,200,123646,Egypt,Sharm El Sheikh,PMI
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,123645,Egypt,Sharm El Sheikh,PMI
WINSTON - CLASSIC 100's BOX,200,56652,France,Paris Orly,JTI
ROTHMANS - INTERNATIONAL 90's,200,44686,Senegal,Leopold Sedar Senghar,BAT
L&M - RED LABEL (5.0 CWB) KS RCB - ENGLISH GHW TPD2 DF - IDM GREECE,200,124229,Greece,Aktio,PMI
NEWS - KS BOX,200,44311,France,Toulouse,IMPERIAL BRANDS
VOGUE - SUPER SLIMS MENTHOL 100's BOX SUPERSLIMS,200,45104,Taiwan,Taichung,BAT
BENSON & HEDGES - SPECIAL FILTER KS BOX,600,58737,Morocco,Ouarzazate,BAT
STERLING - FRESH TASTE ON DEMAND KS BOX C,600,88594,Morocco,Ouarzazate,JTI
MARLBORO - (GOLD 3.0) KS RCB WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,113950,China,Urumchi Diwobao,PMI
PARLIAMENT - AQUA BLUE KS RCB 600 WHITE - TURKEY DF,600,70907,Turkey,Adana Airport,PMI
WINSTON - BLUE KS BOX,200,54088,Portugal,Faro Airport,JTI
JOHN PLAYER SPECIAL - BLUE KS BOX,400,51575,Great Britain,Cardiff,IMPERIAL BRANDS
MARLBORO - (GOLD 3.0) KS RCB WHITE - ISRAEL DF - IDM JR HEINEMANN,200,123371,Israel,Tel-Aviv,PMI
PARLIAMENT - AQUA BLUE KS RCS JUMBO RC WHITE - GENERIC DF-ENG TXT,200,122939,Maldives,Male,PMI
LUCKY STRIKE - ORIGINAL RED KS BOX,200,51260,Mexico,Guadalajara,BAT
MARLBORO - GOLD (3.5) 100's RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,139306,Mexico,Guadalajara,PMI
MAYFAIR - SKY BLUE KS BOX,200,46686,Brazil,Viracopos,JTI
CAMEL - ACTIVATE KS BOX C,200,67982,Brazil,Viracopos,JTI
DAVIDOFF - EVOLVE RED KS BOX,200,124454,Kuwait,Kuwait,IMPERIAL BRANDS
CAMEL - BLUE KS BOX,200,52735,Spain DP,Gerona,JTI
DUNHILL - BLUE KS BOX,400,54826,Kuwait,Kuwait,BAT
DAVIDOFF - (SILVER) KS OCTAGONAL PACK,200,70952,Kuwait,Kuwait,IMPERIAL BRANDS
MARLBORO - DOUBLE ICE KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,123409,Kuwait,Kuwait,PMI
LUCKY STRIKE - BLUE KS BOX,200,57357,Spain DP,Gerona,BAT
MEVIUS - OPTION KS RCB C,200,91512,China,Yancheng Nanyang,JTI
WINSTON - LIGHTS KS BOX,200,45191,China,Yancheng Nanyang,JTI
MAYFAIR - SKY BLUE KS BOX,200,46686,Spain DP,Granada,JTI
MARLBORO - (GOLD 3.0) KS RCS 400 WHITE - RUSSIA DF - IDM RUSSIA,400,121981,Russia,Moscow - Sheremetyevo,PMI
SEVEN STARS - KS BOX,200,46302,China,Beijing,JTI
CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,400,97296,Mexico,Los Cabos,JTI
MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,125841,Mexico,Monterrey,PMI
VOGUE - LILAS 100's BOX SUPERSLIMS,200,51103,Turkey,Kayseri Airport,BAT
MARLBORO - (GOLD 3.0) 100's SOFT - TURKEY DF,200,114829,Turkey,Kayseri Airport,PMI
CAMEL - ACTIVATE (BLUE) KS CURVE PACK C,600,91604,Morocco,Oujda,JTI
THE KING - BLUE KS BOX,200,106307,Turkey,Istanbul Asia Airport,KING'S TOBACCO
MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C JUMBO WHITE - TURKEY DF,200,98190,Turkey,Kayseri Airport,PMI
WINSTON - LIGHTS 100's BOX SUPERSLIMS,400,54249,Morocco,Agadir,JTI
L&M - RED LABEL (5.0 CWB) KS RCB - TURKEY DF,200,122589,Turkey,Dalaman Airport,PMI
MURATTI - ROSSO KS RCB 600 WHITE - TURKEY DF,600,97289,Turkey,Antalya Airport,PMI
LUCKY STRIKE - ORIGINAL SILVER (BLUE) KS BOX,200,57677,China,Harbin Taiping,BAT
GLAMOUR - PINKS 100's L-STICK BOX SUPERSLIMS,200,54224,Mexico,Mazatlan,JTI
PALL MALL - RED KS BOX,200,46000,Belgium,Brussels,BAT
LUCKY STRIKE - CLICK & ROLL KS BOX C,400,59257,Morocco,Fes,BAT
MARLBORO - TOUCH 3.5 KS RCS SLIMS WHITE - GENERIC DF-ENG TXT,200,123438,Morocco,Fes,PMI
SILK CUT - SILVER KS BOX,200,46016,Switzerland,Zurich,JTI
DAVIDOFF - KS BOX,200,43244,China,Nanning Wuxu,IMPERIAL BRANDS
MARLBORO - WHITE MENTHOL (2.0) MENTHOL KS BOX WHITE - CHINA DF - IDM CN05 ZHUHAI DF (ZH),200,105444,China,Nanning Wuxu,PMI
DUNHILL - NEW 1MG KS OCTAGONAL PACK,200,97339,South Korea,Cheongju,BAT
WINSTON - CLASSIC KS BOX,400,54087,French Guyana,Cayenne,JTI
PHILIP MORRIS - BLEUE KS BOX 400 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,400,122363,French Guyana,Cayenne,PMI
STATE EXPRESS 555 - MANDARIN PEARL 90's,200,57655,China,Kunming Wujiaba,BAT
DOUBLE HAPPINESS - KS BOX,200,46152,China,Kunming Wujiaba,NANYANG BROTHERS
MARLBORO - (RED FWD) KS BOX - CES-EE-CA DF-ENG TXT,200,99217,Armenia,Yerevan,PMI
KENT - BLUE FUTURA KS RCB,200,51949,China,Changsha Huanghua,BAT
MILD SEVEN - INTERNATIONAL KS BOX,200,45709,China,Changsha Huanghua,JTI
MARLBORO - (GOLD 3.0) KS RCB - TURKEY DF,200,113628,Turkey,Bodrum Airport,PMI
BENSON & HEDGES,200,38354,Vietnam,Hanoi,BAT
CAMEL - FILTER KS BOX,200,88440,France,Strasbourg,JTI
MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - TAIWAN DF,200,98691,Taiwan,Everrich Downtown Kinmen,PMI
L&M - BLUE LABEL (5.0 CWB) KS RCB WHITE - TAIWAN DF,200,149070,Taiwan,Everrich Downtown Kinmen,PMI
CHESTERFIELD - ORIGINAL RED KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,121898,France,Nice,PMI
MARLBORO - GOLD (3.5) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT - ALTERNATIVE,400,142119,Curazao,Curacao,PMI
UNDEFINED,0,0,Curazao,Curacao,IMPERIAL BRANDS
BENSON & HEDGES - GOLD KS BOX,200,42846,Spain,Vigo,BAT
RICHMOND - KS BOX,200,44637,Greece,Rhodes,IMPERIAL BRANDS
MARLBORO - WHITE MINT (2.0) MENTHOL KS BOX ORH WHITE - GENERIC DF-ENG TXT,200,125088,Brazil,Porto Alegre,PMI
MARLBORO - (GOLD 3.0) KS RCB WHITE - SOUTH ASIA DF,200,113634,India,Hyderabad,PMI
EXPORT A - RICH KS BOX,200,57312,Mexico,Puerto Vallarta,JTI
MARLBORO - (RED FWD) KS BOS 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT,400,123382,Oman,Salalah,PMI
FORTUNA - (RED) KS BOX,200,87814,Spain,Santiago De Compostela,IMPERIAL BRANDS
MARLBORO - RED 3.5 KS BOX 600 SPECIAL OUTER - GENERIC DF-ENG TXT,600,125840,Dominican Republic,Puerto Plata,PMI
PALL MALL - (RED) KS BOX,200,53263,Germany,Dresden,BAT
PRINCE - RICH TASTE KS BOX,200,51120,Greece,Karpathos,BAT
GAULOISES - BLONDES (BLUE) KS BOX,600,45969,Cape Verde,Espargos,IMPERIAL BRANDS
LAMBERT & BUTLER - KS BOX,200,43912,Cape Verde,Espargos,IMPERIAL BRANDS
KENT - SPARK SILVER KS RCB,400,106880,Chile,Santiago Arturo Merino Benitez,BAT
LD - BLUE KS RCB,200,53917,Jordan,Amman,JTI
PALL MALL - (BLUE) KS BOX,200,51685,Spain,Jerez De La Frontera,BAT
MARLBORO - DOUBLE FUSION SUMMER MENTHOL KS RCS C WRG JUMBO RC WHITE - GENERIC DF-ENG TXT,200,122897,Qatar,Doha,PMI
MARLBORO - (RED FWD) KS BOX - CHINA DF - CNSC(ZF),200,121384,China,Guiyang Longdongbao,PMI
CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,200,97296,Morocco,Casablanca,JTI
CAMEL - KS BOX,200,43011,China,Wuxi Shuofang,JTI
SUPERKINGS - 100's BOX,400,44938,Great Britain,Glasgow,IMPERIAL BRANDS
CHESTERFIELD - BLUE (4.0) KS BOX 400 TRANSPARENT BUNDLE - ITALY DF - IDM ITALY,400,147508,Italy,Florence,PMI
L&M - RED LABEL (5.0 CWB) KS RCB - ENGLISH GHW TPD2 DF - IDM POLAND,200,124253,Poland,Rzeszow,PMI
RICHMOND - KS BOX,200,44637,Greece,Samos,IMPERIAL BRANDS
MARLBORO - (RED FWD) KS BOX 600 SPECIAL OUTER - SOUTH ASIA DF - BASE PRODUCT DF,600,99273,Sri Lanka,Bandaranaike,PMI
UNDEFINED,0,0,Sri Lanka,Bandaranaike,JTI
DAVIDOFF - GOLD 100's BOX SUPERSLIMS,200,57670,Switzerland,Zurich,IMPERIAL BRANDS
MAYFAIR - KS BOX,200,44279,Greece,Thessaloniki,JTI
UNDEFINED,200,0,Cambodia,Phnom Penh,OTHER LOCAL TMO IND.
SILK CUT - SILVER KS BOX,200,46016,Spain,Murcia,JTI
MARLBORO - RED 3.5 100's SOFT 400 TRANSPARENT BUNDLE - TURKEY DF,400,125714,Turkey,Kutahya Airport,PMI
HONGTASHAN - (WHITE) KS BOX,200,52193,China,Qingdao Liuting,CHINA NATIONAL
MERIT - FILTER KS RCB TRANSPARENT BUNDLE - NORTH AFRICA DF,200,122890,Tunisia,Tunis,PMI
STERLING - DUAL KS BOX C,200,99392,Great Britain,Aberdeen,JTI
FORTUNA - RED LINE KS BOX,200,61088,Spain,Valencia,IMPERIAL BRANDS
MARLBORO - GOLD (3.5) KS RCB - SPAIN DF - IDM SPAIN,200,122496,Spain,Valencia,PMI
KENT - WHITE KS RCB,200,56256,Albania,Tirana,BAT
WINSTON - (RED) KS BOX,400,56993,Tunisia,Jerba,JTI
LUCKY STRIKE - CLICK & ROLL (RED) KS BOX C,200,93045,Tunisia,Jerba,BAT
LUCKY STRIKE - CLICK & ROLL KS BOX C,400,59257,Morocco,Oujda,BAT
CAMEL - BLUE KS BOX,400,52735,France DP,Marseille,JTI
GLAMOUR - PINKS 100's L-STICK BOX SUPERSLIMS,200,54224,Brazil,Florianopolis,JTI
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,139322,Brazil,Florianopolis,PMI
ESSE - CHANGE BING 100's BOX C SUPERSLIMS,200,115536,South Korea,Daegu,KT & G
CAMEL - NATURAL FLAVOR KS BOX,200,52964,Spain,Mahon Airport,JTI
ESSE - CHANGE 1MG 100's BOX C SUPERSLIMS,200,90020,China,Xian Xianyang,KT & G
WEST - RED KS BOX,600,46023,Turkey,Samsun Airport,IMPERIAL BRANDS
WEST - SILVER KS BOX,600,46755,Turkey,Samsun Airport,IMPERIAL BRANDS
L&M - RED LABEL KS RCB 600 - TURKEY DF,600,87049,Turkey,Samsun Airport,PMI
FORTUNA - RED LINE KS BOX,200,61088,Spain DP,Malaga,IMPERIAL BRANDS
PANDA,200,38717,Laos,Vientiane,CHINA NATIONAL
TAISHAN - SILVER RS BOX,200,105801,Kyrgyzstan,Manas,CHINA NATIONAL
MARLBORO - GOLD EDGE KS BOX SUPERSLIMS DCV WHITE - CES-EE-CA DF-ENG TXT,200,61707,Kyrgyzstan,Manas,PMI
MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX 100 C 100 TRANSPARENT BUNDLE WHITE - NORWAY DF - IDM NORWAY,100,141134,Norway,Sandefjord-Torp,PMI
SUPERKINGS - MENTHOL KS BOX,200,54390,Grenada,St. George's Point Saline,IMPERIAL BRANDS
MEVIUS - PREMIUM MENTHOL 8 MENTHOL KS RCB,200,88917,Malaysia,Kota Kinabalu,JTI
MERILYN - SLIMS (BLUE) 100's BOX EXTRA SLIMS,200,65334,Serbia,Nis,KING'S TOBACCO
SUPERKINGS - BLUE 100's BOX,200,46019,Tunisia,Enfidha,IMPERIAL BRANDS
CAMEL - FILTER KS BOX,200,88440,Tunisia,Enfidha,JTI
L&M - RED LABEL (5.0 CWB) KS RCB - ENGLISH GHW TPD2 DF - IDM GREECE,200,124229,Greece,Heraklion Airport,PMI
MARLBORO - (RED FWD) KS BOS 600 SPECIAL OUTER - LEBANON DF,600,98912,Lebanon,Beirut - Rafik Hariri,PMI
PALL MALL - KS BOX,200,44396,Germany,Bremen,BAT
CAMEL - (YELLOW) KS BOX,200,49844,Spain DP,A Coruna,JTI
DAVIDOFF - CLASSIC KS BOX,200,88459,Morocco,Fes,IMPERIAL BRANDS
WINSTON - BLUE KS BOX,200,54088,Turkey,Cukurova Airport,JTI
WINSTON - CLASSIC RED KS BOX,200,45379,Turkey,Cukurova Airport,JTI
WEST - RED KS BOX,600,46023,Turkey,Cukurova Airport,IMPERIAL BRANDS
MARLBORO - GOLD (3.5) KS RCB 400 - TURKEY DF,400,123071,Turkey,Cukurova Airport,PMI
MARLBORO - TOUCH GRAY KS DSP SLIMS WHITE - TURKEY DF,200,124776,Turkey,Cukurova Airport,PMI
DAVIDOFF - EVOLVE POLAR CRUSH MENTHOL KS ROUND CORNER BOX RE-SEAL C,200,128980,Turkey,Antalya Gazipasa Airport,IMPERIAL BRANDS
DAVIDOFF - MAGENTA KS OCTAGONAL PACK SUPERSLIMS,200,103408,Turkey,Antalya Gazipasa Airport,IMPERIAL BRANDS
DAVIDOFF - (WHITE) KS BOX,200,70865,China,Zhengzhou Xinzheng,IMPERIAL BRANDS
WEST - RED KS BOX,200,46023,China,Nanchang Changbei,IMPERIAL BRANDS
DOUBLE HAPPINESS - KS SOFT,200,47113,China,Nanchang Changbei,NANYANG BROTHERS
L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE 1,200,139322,Brazil,Brasilia,PMI
MARLBORO - ICE BLAST MEGA MENTHOL KS BOX C JUMBO WHITE - LA&CANADA DF-ENG TXT,200,109139,Dominican Republic,Santo Domingo Las Americas,PMI
MILD SEVEN - LIGHTS KS BOX,200,44119,China,Fuzhou Changle,JTI
WEST - SILVER KS BOX,200,46755,China,Chongqing Jiangbei,IMPERIAL BRANDS
CAMEL - BLUE KS BOX,200,52735,France,Lille,JTI
MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER - AFRICA DF-ENG TXT,600,114700,Mauritania,Nouakchott,PMI
MARLBORO - EDGE (3.0) KS DSP SUPERSLIMS WHITE - GENERIC DF-ENG TXT,200,123387,Iraq,Erbil International Airport,PMI
PARLIAMENT - NIGHT BLUE KS RCB WHITE - GENERIC DF-ENG TXT,200,122957,Iraq,Erbil International Airport,PMI
DUNHILL - SWITCH KS BOX C,200,93600,South Africa,Cape Town,BAT
MARLBORO - SOL SHUFFLE MENTHOL KS RCB (PROMO) C MUL WHITE - TURKEY DF,200,141734,Turkey,Gaziantep Airport,PMI
MARLBORO - (GOLD 3.0) KS RCB - AFRICA DF-ENG TXT,200,114698,Angola,Luanda,PMI
STERLING - SUPERKINGS MENTHOL MENTHOL 100's BOX,600,91239,Great Britain,Liverpool,JTI
JOHN PLAYER SPECIAL - BLUE KS BOX,200,51575,Spain DP,Madrid Barajas,IMPERIAL BRANDS
PANDA - KS BOX,200,51675,China,Shanghai Pudong,CHINA NATIONAL
LAMBERT & BUTLER - KS BOX,400,43912,Great Britain,Southampton,IMPERIAL BRANDS
VOGUE - BLEUE 100's BOX SUPERSLIMS,200,51105,France,Lyon Saint Exupery,BAT
DAVIDOFF - (WHITE) KS BOX,400,70865,Turkey,Istanbul Asia Airport,IMPERIAL BRANDS
VOGUE - LILAS 100's BOX SUPERSLIMS,400,51103,Turkey,Istanbul Asia Airport,BAT
LUCKY STRIKE - RED KS BOX,200,45366,Tunisia,Monastir,BAT
WINSTON - EXCEL (BLACK CAPSULE) MENTHOL KS RCB C,200,85545,Tunisia,Monastir,JTI
