Location,Cat_A,Green_Count,Red_Count,Total_SKUs,Cat_B,Cat_C,Cat_D,Avg_Score
Poznan-Lawica,4.81,0.0,5.0,18.0,0.0,0.0,,1.6033333333333333
Bordeaux,6.5,2.0,2.0,39.0,9.999999999999998,0.0,0.01,4.1275
Kutahya Airport,6.95,9.0,0.0,105.0,10.0,,0.28,5.743333333333333
Charleroi,6.67,2.0,1.0,21.0,0.0,0.0,,2.223333333333333
St. George's Point Saline,6.81,3.0,0.0,72.0,9.9993873353484,0.01,0.59,4.3523468338371005
Alexandria,6.76,3.0,0.0,111.0,0.0,,0.22,2.3266666666666667
Fort-de-France,6.15,3.0,6.0,58.0,10.0,0.0,0.1,4.0625
Miyazaki,6.67,0.0,0.0,6.0,0.0,2.52,,3.063333333333333
Haiphong,8.33,2.0,0.0,4.0,0.0,1.92,0.16,2.6025
Asyut,5.33,2.0,6.0,25.0,0.0,0.0,,1.7766666666666666
Aomori,4.44,0.0,2.0,6.0,0.0,2.73,0.6,1.9425
Aalborg,6.67,0.0,0.0,13.0,0.0,0.0,,2.223333333333333
Varna,6.76,1.0,0.0,36.0,0.0,0.01,0.34,1.7774999999999999
Christchurch,4.44,0.0,3.0,9.0,0.0,0.01,,1.4833333333333334
Asturias,6.97,2.0,0.0,22.0,0.0,0.01,,2.3266666666666667
St. Petersburg Pulkovo,6.75,1.0,0.0,38.0,0.0,0.01,0.55,1.8275
Pengsheng,5.0,1.0,4.0,14.0,0.0,0.0,,1.6666666666666667
Krasnoyarsk,6.88,3.0,0.0,46.0,0.0,0.27,0.34,1.8725
Paris Orly,6.76,4.0,1.0,68.0,9.999999999999996,0.0,,5.586666666666666
Bremen,6.77,1.0,0.0,31.0,0.0,0.0,,2.2566666666666664
Yangyang,6.67,0.0,0.0,73.0,10.0,,,8.335
East Midlands,6.15,0.0,5.0,65.0,0.0,0.0,0.26,1.6025
Sochi,6.75,1.0,0.0,39.0,0.0,0.02,0.09,1.7149999999999999
Dresden,7.14,3.0,0.0,21.0,0.0,0.0,,2.38
Nador,6.86,6.0,0.0,102.0,9.98996676167996,0.01,0.04,4.224991690419991
Muan,6.56,0.0,1.0,61.0,10.0,,0.12,5.56
Vientiane,5.93,0.0,4.0,36.0,0.0,0.09,5.28,2.825
Glasgow Prestwick,6.36,0.0,2.0,43.0,0.0,0.01,0.22,1.6475
Tirana,6.19,4.0,10.0,113.0,0.0,0.01,0.04,1.56
Kaohsiung,5.89,0.0,5.0,43.0,9.967393876535425,0.13,0.28,4.0668484691338564
Graz,6.79,1.0,0.0,26.0,0.0,0.0,,2.263333333333333
Rzeszow,5.0,0.0,5.0,20.0,0.0,0.01,,1.67
Jaipur,4.87,0.0,7.0,26.0,0.0,0.02,,1.63
Cologne,6.91,3.0,0.0,41.0,0.0,0.0,0.55,1.865
Mazatlan,6.85,5.0,0.0,91.0,9.321659754636126,0.0,,5.3905532515453745
Minsk,6.79,1.0,0.0,26.0,0.0,0.01,9.64,4.11
Goa,4.87,0.0,7.0,26.0,0.0,0.02,0.05,1.2349999999999999
Santander,6.92,2.0,0.0,26.0,0.0,0.01,0.05,1.7449999999999999
Palma De Mallorca,6.48,2.0,3.0,72.0,0.0,0.01,0.21,1.675
Trichy,4.87,0.0,7.0,26.0,0.0,0.01,2.85,1.9325
Netaji Subhash Chandra Bose Int. Airport,4.87,0.0,7.0,26.0,0.0,0.01,0.43,1.3275
Jieyang Chaoshan,6.71,1.0,0.0,74.0,,,,6.71
Penang,6.67,0.0,0.0,21.0,10.0,0.02,0.62,4.327500000000001
Everrich Downtown Kinmen,5.89,0.0,5.0,43.0,9.964348193177292,,0.15,5.3347827310590965
Ciampino Airport,5.83,1.0,5.0,36.0,0.0,0.01,,1.9466666666666665
Roland Garros,6.67,2.0,1.0,31.0,10.0,0.03,0.32,4.255000000000001
A Coruna,6.92,2.0,0.0,26.0,0.0,0.02,,2.313333333333333
Montpellier,6.88,1.0,0.0,16.0,0.0,0.0,1.27,2.0375
Stockholm Arlanda,6.92,2.0,0.0,26.0,0.0,0.0,0.38,1.825
Niamey,5.0,1.0,4.0,14.0,0.0,0.06,,1.6866666666666665
Tarbes - Lourdes,6.67,0.0,0.0,20.0,10.0,,0.64,5.7700000000000005
Karipur,4.87,0.0,7.0,26.0,0.0,0.01,9.2,3.5199999999999996
Kutaisi,6.78,1.0,0.0,29.0,0.0,0.01,0.16,1.7375
Samarkand,10.0,8.0,0.0,8.0,,,,10.0
Luxor,6.79,4.0,0.0,112.0,0.0,0.01,0.34,1.785
Sydney,6.67,0.0,0.0,21.0,0.0,0.0,0.03,1.675
Rotterdam,6.92,1.0,0.0,13.0,0.0,0.0,0.76,1.92
Hamburg,6.82,3.0,0.0,64.0,0.0,0.0,0.41,1.8075
Beauvais,6.53,1.0,1.0,25.0,0.0,0.0,,2.1766666666666667
Acapulco,8.48,30.0,0.0,55.0,,,,8.48
Min Vody,6.75,1.0,0.0,40.0,0.0,0.02,0.02,1.6974999999999998
Siem Reap,7.16,14.0,0.0,95.0,,,,7.16
Queretaro,7.14,2.0,0.0,14.0,0.0,0.0,0.54,1.92
Kos,6.72,1.0,0.0,60.0,0.0,0.01,0.18,1.7274999999999998
Shenzhen Bao'an,7.19,13.0,0.0,83.0,,,,7.19
Pula,8.89,2.0,0.0,3.0,,,,8.89
Kyiv,7.5,11.0,0.0,44.0,,,,7.5
Sandefjord-Torp,6.05,1.0,3.0,27.0,0.0,0.0,5.33,2.8449999999999998
Kristiansand,7.6,9.0,0.0,32.0,,,,7.6
Lisbon,6.86,3.0,0.0,53.0,0.0,0.0,0.11,1.7425000000000002
Vilnius,6.94,1.0,0.0,12.0,0.0,0.0,,2.3133333333333335
Soekarno Hatta,6.85,3.0,0.0,54.0,9.999999999999998,0.0,0.09,4.234999999999999
Venice,6.78,2.0,0.0,60.0,0.0,0.0,0.06,1.71
La Palma,5.96,3.0,8.0,61.0,0.0,0.01,0.06,1.5074999999999998
Torino,5.78,0.0,2.0,15.0,0.0,0.0,0.15,1.4825000000000002
Kilimanjaro,6.75,3.0,1.0,41.0,0.0,0.02,,2.2566666666666664
Fuzhou Changle,6.02,0.0,9.0,93.0,10.0,0.04,0.08,4.034999999999999
Volgograd,6.88,2.0,0.0,32.0,0.0,0.06,0.4,1.835
Lusaka,6.92,1.0,0.0,13.0,0.0,0.01,1.27,2.05
Conakry,9.17,9.0,0.0,12.0,,,,9.17
Sihanoukville,6.72,1.0,0.0,59.0,10.0,0.01,,5.576666666666667
Sfax,6.12,3.0,5.0,43.0,10.0,0.03,0.06,4.0525
Taiyuan Wusu,6.71,1.0,0.0,80.0,10.0,0.13,0.55,4.3475
Odessa,7.62,6.0,0.0,21.0,,,,7.62
Makhachkala,6.94,1.0,0.0,12.0,0.0,0.02,0.14,1.775
Banja Luka,6.67,2.0,1.0,22.0,0.0,,,3.335
Chambery,6.86,1.0,0.0,17.0,0.0,,,3.43
Helsinki-Vantaa,7.04,1.0,0.0,9.0,0.0,0.0,,2.3466666666666667
Rabil,6.09,2.0,5.0,46.0,9.999999999999996,0.01,5.51,5.4025
Kinshasa,6.92,1.0,0.0,13.0,0.0,0.0,,2.3066666666666666
Moi,8.89,8.0,0.0,12.0,,,,8.89
Quito,6.86,4.0,0.0,70.0,9.734068433799418,0.0,0.23,4.2060171084498545
Tozeur,6.36,1.0,2.0,33.0,9.999999999999998,,,8.18
Mendoza,6.85,1.0,0.0,18.0,0.0,2.03,,2.9599999999999995
Faroe Islands,6.67,0.0,0.0,16.0,0.0,,7.36,4.676666666666667
Bandaranaike,5.1,0.0,8.0,34.0,0.0,0.01,2.46,1.8924999999999998
Riga,6.9,1.0,0.0,14.0,0.0,0.0,0.12,1.7550000000000001
Khabarovsk,7.67,6.0,0.0,20.0,,,,7.67
Norwich,6.82,2.0,0.0,44.0,0.0,0.02,1.5,2.085
Togo,5.83,1.0,3.0,20.0,0.0,0.0,0.3,1.5325
Dortmund,6.77,1.0,0.0,32.0,0.0,0.0,0.48,1.8125
Ras El Khaymah,6.8,2.0,0.0,50.0,0.0,0.01,0.11,1.73
Nantes,6.6,3.0,2.0,51.0,10.0,0.0,0.12,4.180000000000001
Kralendijk (Bonaire),6.79,1.0,0.0,26.0,0.0,0.01,,2.2666666666666666
Chisinau,7.76,17.0,0.0,52.0,,,,7.76
La Paz Manuel Marquez de Leon,6.84,2.0,0.0,39.0,0.0,,0.67,2.5033333333333334
Jerez De La Frontera,6.91,3.0,0.0,41.0,0.0,0.01,0.14,1.765
Buenos Aires Aeroparque,6.91,3.0,0.0,41.0,0.0,0.17,,2.36
Trondheim,6.79,2.0,0.0,56.0,0.0,0.0,2.78,2.3925
Lucknow,4.87,0.0,7.0,26.0,0.0,0.02,0.23,1.28
Vienna,6.77,1.0,0.0,31.0,0.0,0.0,0.13,1.7249999999999999
Santa Cruz Viru Viru,10.0,8.0,0.0,8.0,,,,10.0
Kyiv - Zhulyany,7.72,13.0,0.0,41.0,,,,7.72
Beira,8.75,5.0,0.0,8.0,,,,8.75
Nouakchott,6.9,3.0,0.0,42.0,0.0,0.03,,2.31
Samos,6.76,1.0,0.0,34.0,0.0,0.02,0.3,1.7699999999999998
Kharkiv,7.78,5.0,0.0,15.0,,,,7.78
London Heathrow,6.55,3.0,3.0,83.0,0.0,0.01,0.19,1.6875
Skiathos,6.67,0.0,0.0,33.0,0.0,,,3.335
Jersey,6.67,0.0,0.0,30.0,0.0,0.02,0.07,1.69
Umea,7.08,1.0,0.0,8.0,0.0,,1.0,2.6933333333333334
Lviv,7.36,15.0,0.0,72.0,,,,7.36
Providenciales (Turks and Caicos),7.5,1.0,0.0,4.0,,,,7.5
Belgorod,7.78,3.0,0.0,9.0,,,,7.78
Basrah,6.81,1.0,0.0,24.0,0.0,0.01,,2.273333333333333
Yancheng Nanyang,6.73,1.0,0.0,54.0,0.0,1.76,,2.83
Karpathos,5.76,1.0,2.0,11.0,0.0,,,2.88
Verona,6.83,2.0,0.0,41.0,0.0,0.0,,2.276666666666667
Eskisehir Airport,6.87,5.0,0.0,81.0,8.938868357172069,,0.31,5.372956119057356
Voronezh,7.85,11.0,0.0,31.0,,,,7.85
Samara,6.67,0.0,0.0,13.0,0.0,0.02,,2.23
Buenos Aires - Ezeiza,6.84,3.0,0.0,57.0,0.0,0.0,0.31,1.7874999999999999
Aarhus,6.67,0.0,0.0,15.0,0.0,0.0,,2.223333333333333
Sierra Leone,5.42,1.0,2.0,8.0,0.0,0.01,1.66,1.7725
Bari,5.78,0.0,2.0,15.0,0.0,0.0,0.24,1.5050000000000001
Edinburgh,6.47,0.0,2.0,69.0,0.0,0.01,0.02,1.6249999999999998
Eindhoven,6.88,1.0,0.0,16.0,0.0,0.0,,2.2933333333333334
Abuja,6.28,3.0,4.0,43.0,9.999999999999998,0.01,0.26,4.1375
Astrakhan,6.9,3.0,0.0,43.0,0.0,1.84,0.18,2.23
Anna,4.87,0.0,7.0,26.0,0.0,0.0,,1.6233333333333333
Baghdad,6.78,1.0,0.0,29.0,0.0,0.01,,2.263333333333333
Dublin,5.83,0.0,3.0,24.0,0.0,0.0,0.35,1.545
Nis,6.53,1.0,1.0,25.0,0.0,,,3.265
Cam Ranh,6.22,0.0,2.0,30.0,0.0,0.15,0.08,1.6125
Brisbane,6.67,0.0,0.0,20.0,0.0,0.0,,2.223333333333333
Luanda,6.9,1.0,0.0,14.0,0.0,0.0,,2.3000000000000003
Madeira,6.67,2.0,1.0,24.0,0.0,0.01,0.63,1.8275
Bilbao,6.84,3.0,0.0,58.0,0.0,0.01,0.07,1.73
Kuala Lumpur,6.52,2.0,2.0,47.0,9.165350911491956,0.01,,5.231783637163985
Erfurt,10.0,7.0,0.0,7.0,,,,10.0
Granada,5.76,1.0,2.0,11.0,0.0,0.02,0.04,1.4549999999999998
Warsaw-Modlin,6.92,2.0,0.0,26.0,0.0,0.0,1.94,2.215
Sarajevo,4.91,0.0,5.0,19.0,0.0,0.01,1.3,1.555
Wroclaw,5.17,1.0,5.0,20.0,0.0,0.0,,1.7233333333333334
Zanzibar,5.44,1.0,4.0,19.0,0.0,0.01,,1.8166666666666667
Okayama,6.44,0.0,1.0,29.0,9.934442211752344,3.78,9.2,7.3386105529380865
Bamako,6.89,1.0,0.0,15.0,0.0,0.01,,2.3
Tashkent,5.6,2.0,5.0,25.0,0.0,0.0,0.19,1.4475
Liberia,5.24,1.0,2.0,7.0,0.0,0.0,0.05,1.3225
Cork,5.67,0.0,3.0,20.0,0.0,0.0,0.08,1.4375
Lubumbashi,7.14,1.0,0.0,7.0,0.0,0.49,0.07,1.925
Ramon,10.0,15.0,0.0,15.0,,,,10.0
Kavala,5.52,1.0,6.0,32.0,0.0,,1.63,2.3833333333333333
Munster-Osnabruck,4.9,1.0,5.0,17.0,0.0,0.0,0.63,1.3825
Radom,5.56,1.0,2.0,9.0,0.0,0.0,,1.8533333333333333
Brussels,6.67,2.0,1.0,23.0,0.0,0.0,0.23,1.725
Memmingen,10.0,4.0,0.0,4.0,,,,10.0
Entebbe,4.8,0.0,7.0,25.0,0.0,0.01,0.16,1.2425
Bridgetown,6.76,1.0,0.0,34.0,0.0,0.0,0.34,1.775
Maputo,9.17,9.0,0.0,12.0,,,,9.17
Mitilini,6.77,1.0,0.0,33.0,0.0,0.02,,2.263333333333333
Shymkent,7.92,9.0,0.0,24.0,,,,7.92
Guernsey,5.56,1.0,2.0,9.0,0.0,0.02,2.71,2.0725
Ufa,7.62,8.0,0.0,28.0,,,,7.62
Alesund,8.97,9.0,0.0,13.0,,,,8.97
Hrabrovo,7.62,10.0,0.0,35.0,,,,7.62
Vladivostok,9.67,9.0,0.0,10.0,,,,9.67
Coolangatta,8.33,3.0,0.0,6.0,,,,8.33
Tuzla,4.91,0.0,5.0,19.0,0.0,,0.0,1.6366666666666667
Yangon,5.77,1.0,4.0,26.0,0.0,0.05,1.11,1.7325
Tulear,6.97,1.0,0.0,11.0,0.0,,,3.485
Ioannina,6.98,2.0,0.0,21.0,0.0,,0.28,2.4200000000000004
Paderborn,6.82,2.0,0.0,44.0,0.0,0.0,1.26,2.02
Hatay Airport,9.52,12.0,0.0,14.0,,,,9.52
Nairobi,6.67,0.0,0.0,10.0,0.0,1.87,0.24,2.195
Bangui,8.33,2.0,0.0,4.0,0.0,,,4.165
Yingsheng,10.0,10.0,0.0,10.0,,,,10.0
San Jose,5.24,1.0,2.0,7.0,0.0,0.0,,1.7466666666666668
Djibouti,5.0,1.0,2.0,6.0,0.0,0.01,,1.67
Nanjing Lukou,5.42,1.0,2.0,8.0,5.5153334323552885,0.04,0.2,2.793833358088822
Pamandzi,4.85,0.0,3.0,11.0,0.0,0.03,,1.6266666666666667
Hebei,5.15,1.0,3.0,11.0,0.0,0.37,0.3,1.455
Takamatsu,5.0,0.0,3.0,12.0,0.0,0.38,9.31,3.6725000000000003
Budapest,8.33,2.0,0.0,4.0,,,,8.33
Queenstown,4.44,0.0,2.0,6.0,0.0,0.02,,1.4866666666666666
Quanzhou,6.25,1.0,1.0,8.0,0.0,0.13,0.21,1.6475
Nykoping,6.67,2.0,1.0,5.0,0.0,0.01,0.41,1.7725
Orebro,7.78,1.0,0.0,3.0,0.0,,0.67,2.816666666666667
Zagreb,6.11,1.0,1.0,6.0,0.0,0.0,1.97,2.02
Lulea,7.33,1.0,0.0,5.0,0.0,0.01,,2.4466666666666668
Karlsruhe Baden-Baden,10.0,4.0,0.0,4.0,,,,10.0
Dushanbe,7.86,5.0,0.0,14.0,,,,7.86
Windhoek,6.67,0.0,0.0,17.0,0.0,0.01,,2.2266666666666666
Kaunas,6.94,1.0,0.0,12.0,0.0,0.0,0.64,1.895
Genoa,5.76,1.0,2.0,11.0,0.0,0.01,,1.9233333333333331
Vigo,6.86,1.0,0.0,17.0,0.0,0.02,1.27,2.0375
Guiyang Longdongbao,7.78,1.0,0.0,3.0,0.0,0.41,0.11,2.0749999999999997
Wellington,8.57,4.0,0.0,7.0,,,,8.57
Iwate,6.67,0.0,0.0,3.0,0.0,2.23,0.01,2.2275
Bologna,5.78,0.0,2.0,15.0,0.0,0.0,0.17,1.4875
Kigali,4.89,0.0,4.0,15.0,0.0,0.01,0.08,1.2449999999999999
Auckland,4.44,0.0,3.0,9.0,0.0,0.01,0.06,1.1275
Mandalay,5.42,1.0,2.0,8.0,0.0,2.62,,2.6799999999999997
Brno,4.44,0.0,3.0,9.0,0.0,0.01,1.26,1.4275
Podgorica,5.56,1.0,1.0,3.0,0.0,0.0,0.16,1.43
Shizuoka,5.83,0.0,1.0,8.0,0.0,2.92,0.1,2.2125
Harare,10.0,3.0,0.0,3.0,,,,10.0
Gothenburg,6.67,0.0,0.0,4.0,,0.0,0.02,2.23
Zadar,8.89,2.0,0.0,3.0,,,,8.89
Mombasa,9.0,7.0,0.0,10.0,,,,9.0
Dnipropetrovsk,8.0,2.0,0.0,5.0,,,,8.0
La Paz El Alto,10.0,5.0,0.0,5.0,,,,10.0
Yaounde,8.15,4.0,0.0,9.0,,,,8.15
Kagoshima,5.71,0.0,1.0,7.0,0.0,0.26,9.19,3.79
Gibraltar,5.33,0.0,3.0,15.0,0.0,0.02,9.64,3.7475
Dubrovnik,7.78,1.0,0.0,3.0,0.0,0.0,0.07,1.9625000000000001
Gaborone,7.78,1.0,0.0,3.0,0.0,1.15,0.1,2.2575
Montevideo,6.67,0.0,0.0,10.0,0.0,0.02,4.03,2.6799999999999997
Manila - Ninoy Aquino,6.92,1.0,0.0,13.0,0.0,0.0,0.29,1.8025
Split,7.78,1.0,0.0,3.0,0.0,0.0,0.22,2.0
Aktau,10.0,7.0,0.0,7.0,,,,10.0
Kalibo,7.78,1.0,0.0,3.0,0.0,2.56,0.11,2.6125
Cairns,7.08,1.0,0.0,8.0,0.0,0.02,1.63,2.1825
Adelaide,6.19,1.0,1.0,7.0,0.0,0.01,0.04,1.56
Punta del Este,3.33,1.0,1.0,1.0,0.0,,,1.665
Fukushima,6.67,0.0,0.0,3.0,0.0,2.36,7.51,4.135
Mactan,6.67,0.0,0.0,3.0,,,,6.67
Islamabad,3.33,1.0,1.0,1.0,,,,3.33
Zhukovsky,,,,,0.0,,,0.0
Daegu (downtown),,,,,9.73343133308647,,,9.73343133308647
Cartagena de Indias,,,,,0.0,,,0.0
Busan - Kimhae (downtown),,,,,2.6408985366861466,,,2.6408985366861466
Huatulco,,,,,0.0,,,0.0
Iloilo,,,,,0.0,,,0.0
Seoul (downtown),,,,,0.3496579551187395,,,0.3496579551187395
Tokyo - Shinjuku,,,,,0.0,,,0.0
Jeju (downtown),,,,,0.11846661695817452,,,0.11846661695817452
Manila Downtown Shop,,,,,0.0,,,0.0
Danang Downtown Shop,,,,,0.0,,,0.0
